accuracy,id,lat,lng,speed,time,type,state,stepCount
4.829000,0,37.547182,127.076154,0.435402,1698207582456,START,WALK,0
6.345000,0,37.547196,127.076163,0.338216,1698207587981,NORMAL,WALK,1
5.175000,0,37.547204,127.076166,0.250345,1698207597989,NORMAL,WALK,2
4.527000,0,37.547206,127.076167,0.171185,1698207608000,NORMAL,WALK,0
5.109000,0,37.547200,127.076162,0.131014,1698207617977,NORMAL,STATION,0
7.296000,0,37.547200,127.076160,0.016465,1698207627993,NORMAL,STATION,0
3.977000,0,37.547202,127.076153,0.062377,1698207637982,NORMAL,STATION,0
4.753000,0,37.547205,127.076152,0.041641,1698207647979,NORMAL,STATION,0
8.168000,0,37.547205,127.076151,0.004932,1698207657997,NORMAL,STATION,0
4.045000,0,37.547207,127.076158,0.061018,1698207667962,NORMAL,STATION,0
6.488000,0,37.547207,127.076170,0.098435,1698207678510,NORMAL,STATION,0
6.488000,0,37.547208,127.076166,0.024178,1698207688003,NORMAL,STATION,0
6.061000,0,37.547209,127.076157,0.073552,1698207697987,NORMAL,STATION,0
8.328000,0,37.547211,127.076159,0.032456,1698207707986,NORMAL,STATION,0
8.271000,0,37.547217,127.076156,0.063752,1698207717966,NORMAL,AUTOMOBILE,0
9.583000,0,37.547218,127.076159,0.023117,1698207728010,NORMAL,AUTOMOBILE,0
3.927000,0,37.547245,127.076523,1.801046,1698207738983,NORMAL,AUTOMOBILE,0
3.863000,0,37.547174,127.076720,1.387763,1698207748994,NORMAL,AUTOMOBILE,0
3.826000,0,37.547055,127.076955,2.562884,1698207759010,NORMAL,AUTOMOBILE,0
3.900000,0,37.546938,127.077237,1.861667,1698207769007,NORMAL,AUTOMOBILE,0
3.826000,0,37.546910,127.077361,0.147827,1698207778978,NORMAL,AUTOMOBILE,0
3.863000,0,37.546915,127.077365,0.042630,1698207789010,NORMAL,AUTOMOBILE,0
3.900000,0,37.546915,127.077365,0.000457,1698207798988,NORMAL,AUTOMOBILE,0
3.900000,0,37.546915,127.077365,0.005588,1698207808979,NORMAL,STATION,0
3.900000,0,37.546915,127.077365,0.004219,1698207819014,NORMAL,STATION,0
3.900000,0,37.546914,127.077365,0.001369,1698207828988,NORMAL,STATION,0
3.900000,0,37.546914,127.077365,0.000103,1698207839003,NORMAL,STATION,0
3.900000,0,37.546914,127.077365,0.001439,1698207848989,NORMAL,STATION,0
3.863000,0,37.546914,127.077365,0.004324,1698207858996,NORMAL,STATION,0
3.863000,0,37.546914,127.077365,0.004307,1698207868987,NORMAL,STATION,0
3.900000,0,37.546914,127.077365,0.005592,1698207879010,NORMAL,STATION,0
3.900000,0,37.546913,127.077365,0.004332,1698207888979,NORMAL,STATION,0
3.900000,0,37.546913,127.077365,0.001130,1698207898985,NORMAL,STATION,0
3.900000,0,37.546913,127.077366,0.000116,1698207908978,NORMAL,STATION,0
3.900000,0,37.546913,127.077365,0.004412,1698207918989,NORMAL,STATION,0
3.900000,0,37.546913,127.077366,0.001441,1698207929014,NORMAL,STATION,0
3.900000,0,37.546912,127.077365,0.000022,1698207939004,NORMAL,STATION,0
3.900000,0,37.546912,127.077366,0.006531,1698207948980,NORMAL,STATION,0
3.863000,0,37.546912,127.077366,0.005559,1698207959004,NORMAL,STATION,0
3.863000,0,37.546912,127.077366,0.004317,1698207969013,NORMAL,STATION,0
3.900000,0,37.546853,127.077472,1.680448,1698207978983,NORMAL,STATION,0
3.863000,0,37.546781,127.077663,1.586716,1698207989015,END,STATION,0
