accuracy,id,lat,lng,speed,time,type,state,stepCount
16.058001,0,37.660821,127.028109,0.120768,1698356262262,NORMAL,WALK,3
15.146000,0,37.660867,127.028117,0.802184,1698356274548,NORMAL,WALK,2
11.218000,0,37.660801,127.028066,0.221367,1698356285213,NORMAL,WALK,0
11.851000,0,37.660794,127.028056,0.023416,1698356294357,NORMAL,WALK,3
15.942000,0,37.660809,127.028062,0.129333,1698356303413,NORMAL,WALK,9
15.033000,0,37.660787,127.028049,0.008457,1698356312607,NORMAL,AUTOMOBILE,0
19.474001,0,37.660800,127.028061,0.104712,1698356327311,NORMAL,AUTOMOBILE,0
12.931000,0,37.660717,127.028006,0.194049,1698356347360,NORMAL,AUTOMOBILE,0
12.877000,0,37.660719,127.028014,0.049209,1698356357399,NORMAL,STATION,0
14.157000,0,37.660715,127.028012,0.047636,1698356367517,NORMAL,STATION,0
12.526000,0,37.660719,127.028015,0.047532,1698356377579,NORMAL,STATION,0
12.496000,0,37.660714,127.028019,0.061305,1698356387556,NORMAL,STATION,0
13.296000,0,37.660727,127.028012,0.146333,1698356397613,NORMAL,STATION,0
12.532000,0,37.660716,127.028017,0.117559,1698356407852,NORMAL,STATION,0
12.965000,0,37.660721,127.028015,0.099593,1698356421145,NORMAL,STATION,0
13.468000,0,37.660721,127.028017,0.022918,1698356431138,NORMAL,STATION,0
13.374000,0,37.660719,127.028015,0.017767,1698356441192,NORMAL,STATION,0
14.181000,0,37.660720,127.028012,0.032366,1698356451148,NORMAL,STATION,0
12.819000,0,37.660719,127.028006,0.028938,1698356468915,NORMAL,STATION,0
12.733000,0,37.660719,127.028008,0.021204,1698356478969,NORMAL,STATION,0
13.381000,0,37.660714,127.028015,0.077950,1698356489018,NORMAL,STATION,0
12.696000,0,37.660726,127.028012,0.130154,1698356498976,NORMAL,STATION,0
13.199000,0,37.660723,127.028002,0.086601,1698356508961,NORMAL,STATION,0
13.791000,0,37.660718,127.028011,0.090275,1698356518997,NORMAL,STATION,0
12.553000,0,37.660725,127.028013,0.077996,1698356528922,NORMAL,STATION,0
13.035000,0,37.660727,127.028020,0.064847,1698356539092,END,STATION,0
