Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
KPD,"(35.92307692307692, 128.18269230769232)","(36.01923076923077, 128.26923076923077)"
KQC,"(35.92307692307692, 128.26923076923077)","(36.01923076923077, 128.35576923076923)"
KRA,"(36.01923076923077, 128.44230769230768)","(36.11538461538461, 128.52884615384613)"
KRD,"(35.92307692307692, 128.52884615384613)","(36.01923076923077, 128.6153846153846)"
KRB,"(36.01923076923077, 128.52884615384613)","(36.11538461538461, 128.6153846153846)"
LIC,"(36.11538461538461, 126.88461538461539)","(36.21153846153846, 126.97115384615384)"
LIA,"(36.21153846153846, 126.88461538461539)","(36.30769230769231, 126.97115384615384)"
LJC,"(36.11538461538461, 127.0576923076923)","(36.21153846153846, 127.14423076923077)"
LJD,"(36.11538461538461, 127.14423076923077)","(36.21153846153846, 127.23076923076923)"
LJB,"(36.21153846153846, 127.14423076923077)","(36.30769230769231, 127.23076923076923)"
LLC,"(36.11538461538461, 127.40384615384616)","(36.21153846153846, 127.49038461538461)"
LLA,"(36.21153846153846, 127.40384615384616)","(36.30769230769231, 127.49038461538461)"
LLD,"(36.11538461538461, 127.49038461538461)","(36.21153846153846, 127.57692307692308)"
LMC,"(36.11538461538461, 127.57692307692308)","(36.21153846153846, 127.66346153846155)"
LNA,"(36.21153846153846, 127.75)","(36.30769230769231, 127.83653846153845)"
LND,"(36.11538461538461, 127.83653846153845)","(36.21153846153846, 127.92307692307692)"
LNB,"(36.21153846153846, 127.83653846153845)","(36.30769230769231, 127.92307692307692)"
LOA,"(36.21153846153846, 127.92307692307692)","(36.30769230769231, 128.0096153846154)"
LOB,"(36.21153846153846, 128.0096153846154)","(36.30769230769231, 128.09615384615384)"
LPA,"(36.21153846153846, 128.09615384615384)","(36.30769230769231, 128.18269230769232)"
LPD,"(36.11538461538461, 128.18269230769232)","(36.21153846153846, 128.26923076923077)"
LPB,"(36.21153846153846, 128.18269230769232)","(36.30769230769231, 128.26923076923077)"
MJA,"(36.40384615384615, 127.0576923076923)","(36.5, 127.14423076923077)"
MKC,"(36.30769230769231, 127.23076923076923)","(36.40384615384615, 127.3173076923077)"
MKD,"(36.30769230769231, 127.3173076923077)","(36.40384615384615, 127.40384615384616)"
MLD,"(36.30769230769231, 127.49038461538461)","(36.40384615384615, 127.57692307692308)"
MLB,"(36.40384615384615, 127.49038461538461)","(36.5, 127.57692307692308)"
MMC,"(36.30769230769231, 127.57692307692308)","(36.40384615384615, 127.66346153846155)"
MMD,"(36.30769230769231, 127.66346153846155)","(36.40384615384615, 127.75)"
MMB,"(36.40384615384615, 127.66346153846155)","(36.5, 127.75)"
MNC,"(36.30769230769231, 127.75)","(36.40384615384615, 127.83653846153845)"
MND,"(36.30769230769231, 127.83653846153845)","(36.40384615384615, 127.92307692307692)"
MNB,"(36.40384615384615, 127.83653846153845)","(36.5, 127.92307692307692)"
NJC,"(36.5, 127.0576923076923)","(36.59615384615385, 127.14423076923077)"
NJA,"(36.59615384615385, 127.0576923076923)","(36.69230769230769, 127.14423076923077)"
NJD,"(36.5, 127.14423076923077)","(36.59615384615385, 127.23076923076923)"
NLB,"(36.59615384615385, 127.49038461538461)","(36.69230769230769, 127.57692307692308)"
NPB,"(36.59615384615385, 128.18269230769232)","(36.69230769230769, 128.26923076923077)"
OKA,"(36.78846153846154, 127.23076923076923)","(36.88461538461539, 127.3173076923077)"
OKB,"(36.78846153846154, 127.3173076923077)","(36.88461538461539, 127.40384615384616)"
OLC,"(36.69230769230769, 127.40384615384616)","(36.78846153846154, 127.49038461538461)"
OLA,"(36.78846153846154, 127.40384615384616)","(36.88461538461539, 127.49038461538461)"
OLB,"(36.78846153846154, 127.49038461538461)","(36.88461538461539, 127.57692307692308)"
OMC,"(36.69230769230769, 127.57692307692308)","(36.78846153846154, 127.66346153846155)"
OMA,"(36.78846153846154, 127.57692307692308)","(36.88461538461539, 127.66346153846155)"
OMD,"(36.69230769230769, 127.66346153846155)","(36.78846153846154, 127.75)"
ONC,"(36.69230769230769, 127.75)","(36.78846153846154, 127.83653846153845)"
OOB,"(36.78846153846154, 128.0096153846154)","(36.88461538461539, 128.09615384615384)"
OPA,"(36.78846153846154, 128.09615384615384)","(36.88461538461539, 128.18269230769232)"
OPD,"(36.69230769230769, 128.18269230769232)","(36.78846153846154, 128.26923076923077)"
OPB,"(36.78846153846154, 128.18269230769232)","(36.88461538461539, 128.26923076923077)"
PHC,"(36.88461538461539, 126.71153846153847)","(36.98076923076923, 126.79807692307693)"
PHA,"(36.98076923076923, 126.71153846153847)","(37.07692307692308, 126.79807692307693)"
PHD,"(36.88461538461539, 126.79807692307693)","(36.98076923076923, 126.88461538461539)"
PIC,"(36.88461538461539, 126.88461538461539)","(36.98076923076923, 126.97115384615384)"
PID,"(36.88461538461539, 126.97115384615384)","(36.98076923076923, 127.0576923076923)"
PJD,"(36.88461538461539, 127.14423076923077)","(36.98076923076923, 127.23076923076923)"
PKA,"(36.98076923076923, 127.23076923076923)","(37.07692307692308, 127.3173076923077)"
PKB,"(36.98076923076923, 127.3173076923077)","(37.07692307692308, 127.40384615384616)"
PPC,"(36.88461538461539, 128.09615384615384)","(36.98076923076923, 128.18269230769232)"
PPD,"(36.88461538461539, 128.18269230769232)","(36.98076923076923, 128.26923076923077)"
QHB,"(37.17307692307692, 126.79807692307693)","(37.26923076923077, 126.88461538461539)"
QID,"(37.07692307692308, 126.97115384615384)","(37.17307692307692, 127.0576923076923)"
QJD,"(37.07692307692308, 127.14423076923077)","(37.17307692307692, 127.23076923076923)"
QJB,"(37.17307692307692, 127.14423076923077)","(37.26923076923077, 127.23076923076923)"
QOC,"(37.07692307692308, 127.92307692307692)","(37.17307692307692, 128.0096153846154)"
QOA,"(37.17307692307692, 127.92307692307692)","(37.26923076923077, 128.0096153846154)"
QOB,"(37.17307692307692, 128.0096153846154)","(37.26923076923077, 128.09615384615384)"
QPA,"(37.17307692307692, 128.09615384615384)","(37.26923076923077, 128.18269230769232)"
QPB,"(37.17307692307692, 128.18269230769232)","(37.26923076923077, 128.26923076923077)"
REC,"(37.26923076923077, 126.1923076923077)","(37.36538461538461, 126.27884615384616)"
REA,"(37.36538461538461, 126.1923076923077)","(37.46153846153846, 126.27884615384616)"
RED,"(37.26923076923077, 126.27884615384616)","(37.36538461538461, 126.36538461538461)"
RFC,"(37.26923076923077, 126.36538461538461)","(37.36538461538461, 126.45192307692307)"
RFD,"(37.26923076923077, 126.45192307692307)","(37.36538461538461, 126.53846153846153)"
RGC,"(37.26923076923077, 126.53846153846153)","(37.36538461538461, 126.625)"
RGD,"(37.26923076923077, 126.625)","(37.36538461538461, 126.71153846153847)"
RIB,"(37.36538461538461, 126.97115384615384)","(37.46153846153846, 127.0576923076923)"
RJD,"(37.26923076923077, 127.14423076923077)","(37.36538461538461, 127.23076923076923)"
RJB,"(37.36538461538461, 127.14423076923077)","(37.46153846153846, 127.23076923076923)"
RMC,"(37.26923076923077, 127.57692307692308)","(37.36538461538461, 127.66346153846155)"
RMD,"(37.26923076923077, 127.66346153846155)","(37.36538461538461, 127.75)"
RNB,"(37.36538461538461, 127.83653846153845)","(37.46153846153846, 127.92307692307692)"
ROA,"(37.36538461538461, 127.92307692307692)","(37.46153846153846, 128.0096153846154)"
ROD,"(37.26923076923077, 128.0096153846154)","(37.36538461538461, 128.09615384615384)"
ROB,"(37.36538461538461, 128.0096153846154)","(37.46153846153846, 128.09615384615384)"
SFA,"(37.55769230769231, 126.36538461538461)","(37.65384615384615, 126.45192307692307)"
SFB,"(37.55769230769231, 126.45192307692307)","(37.65384615384615, 126.53846153846153)"
SGA,"(37.55769230769231, 126.53846153846153)","(37.65384615384615, 126.625)"
SJD,"(37.46153846153846, 127.14423076923077)","(37.55769230769231, 127.23076923076923)"
SKB,"(37.55769230769231, 127.3173076923077)","(37.65384615384615, 127.40384615384616)"
SLA,"(37.55769230769231, 127.40384615384616)","(37.65384615384615, 127.49038461538461)"
SLB,"(37.55769230769231, 127.49038461538461)","(37.65384615384615, 127.57692307692308)"
SMA,"(37.55769230769231, 127.57692307692308)","(37.65384615384615, 127.66346153846155)"
SMD,"(37.46153846153846, 127.66346153846155)","(37.55769230769231, 127.75)"
SMB,"(37.55769230769231, 127.66346153846155)","(37.65384615384615, 127.75)"
THA,"(37.75, 126.71153846153847)","(37.84615384615385, 126.79807692307693)"
THB,"(37.75, 126.79807692307693)","(37.84615384615385, 126.88461538461539)"
TIA,"(37.75, 126.88461538461539)","(37.84615384615385, 126.97115384615384)"
TIB,"(37.75, 126.97115384615384)","(37.84615384615385, 127.0576923076923)"
TJA,"(37.75, 127.0576923076923)","(37.84615384615385, 127.14423076923077)"
TJB,"(37.75, 127.14423076923077)","(37.84615384615385, 127.23076923076923)"
TKC,"(37.65384615384615, 127.23076923076923)","(37.75, 127.3173076923077)"
TKA,"(37.75, 127.23076923076923)","(37.84615384615385, 127.3173076923077)"
TKB,"(37.75, 127.3173076923077)","(37.84615384615385, 127.40384615384616)"
TLA,"(37.75, 127.40384615384616)","(37.84615384615385, 127.49038461538461)"
TLD,"(37.65384615384615, 127.49038461538461)","(37.75, 127.57692307692308)"
FHBC,"(35.05769230769231, 126.79807692307693)","(35.105769230769226, 126.84134615384616)"
FHBD,"(35.05769230769231, 126.84134615384616)","(35.105769230769226, 126.88461538461539)"
FHBB,"(35.105769230769226, 126.84134615384616)","(35.15384615384615, 126.88461538461539)"
GHCC,"(35.15384615384615, 126.71153846153847)","(35.20192307692308, 126.75480769230771)"
GHCA,"(35.20192307692308, 126.71153846153847)","(35.25, 126.75480769230771)"
GHCD,"(35.15384615384615, 126.75480769230771)","(35.20192307692308, 126.79807692307693)"
HHCC,"(35.34615384615385, 126.71153846153847)","(35.394230769230774, 126.75480769230771)"
HHCA,"(35.394230769230774, 126.71153846153847)","(35.44230769230769, 126.75480769230771)"
HHCB,"(35.394230769230774, 126.75480769230771)","(35.44230769230769, 126.79807692307693)"
IHDA,"(35.58653846153847, 126.79807692307693)","(35.63461538461539, 126.84134615384616)"
IHBC,"(35.63461538461539, 126.79807692307693)","(35.68269230769231, 126.84134615384616)"
IHBA,"(35.68269230769231, 126.79807692307693)","(35.73076923076923, 126.84134615384616)"
IHBB,"(35.68269230769231, 126.84134615384616)","(35.73076923076923, 126.88461538461539)"
IIAD,"(35.63461538461539, 126.92788461538461)","(35.68269230769231, 126.97115384615384)"
IIAB,"(35.68269230769231, 126.92788461538461)","(35.73076923076923, 126.97115384615384)"
JICD,"(35.73076923076923, 126.92788461538461)","(35.77884615384616, 126.97115384615384)"
JIAC,"(35.82692307692308, 126.88461538461539)","(35.875, 126.92788461538461)"
JIAA,"(35.875, 126.88461538461539)","(35.92307692307692, 126.92788461538461)"
JRAC,"(35.82692307692308, 128.44230769230768)","(35.875, 128.4855769230769)"
JRAA,"(35.875, 128.44230769230768)","(35.92307692307692, 128.4855769230769)"
JRAD,"(35.82692307692308, 128.4855769230769)","(35.875, 128.52884615384613)"
JRBC,"(35.82692307692308, 128.52884615384613)","(35.875, 128.57211538461536)"
JRBD,"(35.82692307692308, 128.57211538461536)","(35.875, 128.6153846153846)"
JSAD,"(35.82692307692308, 128.65865384615387)","(35.875, 128.7019230769231)"
JSAB,"(35.875, 128.65865384615387)","(35.92307692307692, 128.7019230769231)"
JVAC,"(35.82692307692308, 129.1346153846154)","(35.875, 129.17788461538464)"
JVAA,"(35.875, 129.1346153846154)","(35.92307692307692, 129.17788461538464)"
JVAB,"(35.875, 129.17788461538464)","(35.92307692307692, 129.22115384615387)"
JVDC,"(35.73076923076923, 129.22115384615387)","(35.77884615384616, 129.2644230769231)"
JVDD,"(35.73076923076923, 129.2644230769231)","(35.77884615384616, 129.30769230769232)"
JVBA,"(35.875, 129.22115384615387)","(35.92307692307692, 129.2644230769231)"
JVBD,"(35.82692307692308, 129.2644230769231)","(35.875, 129.30769230769232)"
JVBB,"(35.875, 129.2644230769231)","(35.92307692307692, 129.30769230769232)"
JWCC,"(35.73076923076923, 129.30769230769232)","(35.77884615384616, 129.35096153846155)"
JWCD,"(35.73076923076923, 129.35096153846155)","(35.77884615384616, 129.39423076923077)"
JWCB,"(35.77884615384616, 129.35096153846155)","(35.82692307692308, 129.39423076923077)"
KICC,"(35.92307692307692, 126.88461538461539)","(35.97115384615384, 126.92788461538461)"
KICA,"(35.97115384615384, 126.88461538461539)","(36.01923076923077, 126.92788461538461)"
KIAC,"(36.01923076923077, 126.88461538461539)","(36.06730769230769, 126.92788461538461)"
KIAA,"(36.06730769230769, 126.88461538461539)","(36.11538461538461, 126.92788461538461)"
KIAB,"(36.06730769230769, 126.92788461538461)","(36.11538461538461, 126.97115384615384)"
KIBD,"(36.01923076923077, 127.01442307692307)","(36.06730769230769, 127.0576923076923)"
KPAC,"(36.01923076923077, 128.09615384615384)","(36.06730769230769, 128.1394230769231)"
KPAA,"(36.06730769230769, 128.09615384615384)","(36.11538461538461, 128.1394230769231)"
KPAD,"(36.01923076923077, 128.1394230769231)","(36.06730769230769, 128.18269230769232)"
KPBC,"(36.01923076923077, 128.18269230769232)","(36.06730769230769, 128.22596153846155)"
KPBD,"(36.01923076923077, 128.22596153846155)","(36.06730769230769, 128.26923076923077)"
KQAC,"(36.01923076923077, 128.26923076923077)","(36.06730769230769, 128.3125)"
KQDC,"(35.92307692307692, 128.35576923076923)","(35.97115384615384, 128.39903846153845)"
KQDA,"(35.97115384615384, 128.35576923076923)","(36.01923076923077, 128.39903846153845)"
KQDD,"(35.92307692307692, 128.39903846153845)","(35.97115384615384, 128.44230769230768)"
KQBA,"(36.06730769230769, 128.35576923076923)","(36.11538461538461, 128.39903846153845)"
KQBD,"(36.01923076923077, 128.39903846153845)","(36.06730769230769, 128.44230769230768)"
KQBB,"(36.06730769230769, 128.39903846153845)","(36.11538461538461, 128.44230769230768)"
KRCB,"(35.97115384615384, 128.4855769230769)","(36.01923076923077, 128.52884615384613)"
LIDC,"(36.11538461538461, 126.97115384615384)","(36.16346153846153, 127.01442307692307)"
LIDA,"(36.16346153846153, 126.97115384615384)","(36.21153846153846, 127.01442307692307)"
LIBC,"(36.21153846153846, 126.97115384615384)","(36.25961538461539, 127.01442307692307)"
LIBA,"(36.25961538461539, 126.97115384615384)","(36.30769230769231, 127.01442307692307)"
LIBB,"(36.25961538461539, 127.01442307692307)","(36.30769230769231, 127.0576923076923)"
LJAD,"(36.21153846153846, 127.10096153846155)","(36.25961538461539, 127.14423076923077)"
LJAB,"(36.25961538461539, 127.10096153846155)","(36.30769230769231, 127.14423076923077)"
LLBC,"(36.21153846153846, 127.49038461538461)","(36.25961538461539, 127.53365384615384)"
LLBD,"(36.21153846153846, 127.53365384615384)","(36.25961538461539, 127.57692307692308)"
LMAB,"(36.25961538461539, 127.62019230769232)","(36.30769230769231, 127.66346153846155)"
LMDC,"(36.11538461538461, 127.66346153846155)","(36.16346153846153, 127.70673076923077)"
LMDA,"(36.16346153846153, 127.66346153846155)","(36.21153846153846, 127.70673076923077)"
LMDD,"(36.11538461538461, 127.70673076923077)","(36.16346153846153, 127.75)"
LMBA,"(36.25961538461539, 127.66346153846155)","(36.30769230769231, 127.70673076923077)"
LMBB,"(36.25961538461539, 127.70673076923077)","(36.30769230769231, 127.75)"
LNCC,"(36.11538461538461, 127.75)","(36.16346153846153, 127.79326923076923)"
LNCD,"(36.11538461538461, 127.79326923076923)","(36.16346153846153, 127.83653846153845)"
LNCB,"(36.16346153846153, 127.79326923076923)","(36.21153846153846, 127.83653846153845)"
LOCC,"(36.11538461538461, 127.92307692307692)","(36.16346153846153, 127.96634615384616)"
LOCA,"(36.16346153846153, 127.92307692307692)","(36.21153846153846, 127.96634615384616)"
LOCB,"(36.16346153846153, 127.96634615384616)","(36.21153846153846, 128.0096153846154)"
LODA,"(36.16346153846153, 128.0096153846154)","(36.21153846153846, 128.0528846153846)"
LODB,"(36.16346153846153, 128.0528846153846)","(36.21153846153846, 128.09615384615384)"
LPCA,"(36.16346153846153, 128.09615384615384)","(36.21153846153846, 128.1394230769231)"
LPCB,"(36.16346153846153, 128.1394230769231)","(36.21153846153846, 128.18269230769232)"
MJCA,"(36.355769230769226, 127.0576923076923)","(36.40384615384615, 127.10096153846155)"
MJDC,"(36.30769230769231, 127.14423076923077)","(36.355769230769226, 127.1875)"
MJDD,"(36.30769230769231, 127.1875)","(36.355769230769226, 127.23076923076923)"
MJDB,"(36.355769230769226, 127.1875)","(36.40384615384615, 127.23076923076923)"
MJBC,"(36.40384615384615, 127.14423076923077)","(36.45192307692308, 127.1875)"
MJBA,"(36.45192307692308, 127.14423076923077)","(36.5, 127.1875)"
MJBB,"(36.45192307692308, 127.1875)","(36.5, 127.23076923076923)"
MKAC,"(36.40384615384615, 127.23076923076923)","(36.45192307692308, 127.27403846153845)"
MKAA,"(36.45192307692308, 127.23076923076923)","(36.5, 127.27403846153845)"
MKAD,"(36.40384615384615, 127.27403846153845)","(36.45192307692308, 127.3173076923077)"
MKBC,"(36.40384615384615, 127.3173076923077)","(36.45192307692308, 127.36057692307693)"
MKBD,"(36.40384615384615, 127.36057692307693)","(36.45192307692308, 127.40384615384616)"
MLCB,"(36.355769230769226, 127.44711538461539)","(36.40384615384615, 127.49038461538461)"
MLAD,"(36.40384615384615, 127.44711538461539)","(36.45192307692308, 127.49038461538461)"
MLAB,"(36.45192307692308, 127.44711538461539)","(36.5, 127.49038461538461)"
MMAC,"(36.40384615384615, 127.57692307692308)","(36.45192307692308, 127.62019230769232)"
MMAA,"(36.45192307692308, 127.57692307692308)","(36.5, 127.62019230769232)"
MMAD,"(36.40384615384615, 127.62019230769232)","(36.45192307692308, 127.66346153846155)"
MNAC,"(36.40384615384615, 127.75)","(36.45192307692308, 127.79326923076923)"
MNAD,"(36.40384615384615, 127.79326923076923)","(36.45192307692308, 127.83653846153845)"
MNAB,"(36.45192307692308, 127.79326923076923)","(36.5, 127.83653846153845)"
NJBC,"(36.59615384615385, 127.14423076923077)","(36.644230769230774, 127.1875)"
NJBA,"(36.644230769230774, 127.14423076923077)","(36.69230769230769, 127.1875)"
NJBD,"(36.59615384615385, 127.1875)","(36.644230769230774, 127.23076923076923)"
NKCA,"(36.54807692307692, 127.23076923076923)","(36.59615384615385, 127.27403846153845)"
NKAC,"(36.59615384615385, 127.23076923076923)","(36.644230769230774, 127.27403846153845)"
NKBB,"(36.644230769230774, 127.36057692307693)","(36.69230769230769, 127.40384615384616)"
NLCC,"(36.5, 127.40384615384616)","(36.54807692307692, 127.44711538461539)"
NLCD,"(36.5, 127.44711538461539)","(36.54807692307692, 127.49038461538461)"
NLAA,"(36.644230769230774, 127.40384615384616)","(36.69230769230769, 127.44711538461539)"
NLAD,"(36.59615384615385, 127.44711538461539)","(36.644230769230774, 127.49038461538461)"
NLAB,"(36.644230769230774, 127.44711538461539)","(36.69230769230769, 127.49038461538461)"
NLDA,"(36.54807692307692, 127.49038461538461)","(36.59615384615385, 127.53365384615384)"
NLDB,"(36.54807692307692, 127.53365384615384)","(36.59615384615385, 127.57692307692308)"
NPCC,"(36.5, 128.09615384615384)","(36.54807692307692, 128.1394230769231)"
NPCA,"(36.54807692307692, 128.09615384615384)","(36.59615384615385, 128.1394230769231)"
NPCD,"(36.5, 128.1394230769231)","(36.54807692307692, 128.18269230769232)"
NPAC,"(36.59615384615385, 128.09615384615384)","(36.644230769230774, 128.1394230769231)"
NPDC,"(36.5, 128.18269230769232)","(36.54807692307692, 128.22596153846155)"
NPDD,"(36.5, 128.22596153846155)","(36.54807692307692, 128.26923076923077)"
NPDB,"(36.54807692307692, 128.22596153846155)","(36.59615384615385, 128.26923076923077)"
OJCC,"(36.69230769230769, 127.0576923076923)","(36.74038461538461, 127.10096153846155)"
OJCA,"(36.74038461538461, 127.0576923076923)","(36.78846153846154, 127.10096153846155)"
OJAB,"(36.83653846153847, 127.10096153846155)","(36.88461538461539, 127.14423076923077)"
OJDB,"(36.74038461538461, 127.1875)","(36.78846153846154, 127.23076923076923)"
OJBA,"(36.83653846153847, 127.14423076923077)","(36.88461538461539, 127.1875)"
OJBD,"(36.78846153846154, 127.1875)","(36.83653846153847, 127.23076923076923)"
OJBB,"(36.83653846153847, 127.1875)","(36.88461538461539, 127.23076923076923)"
OKCA,"(36.74038461538461, 127.23076923076923)","(36.78846153846154, 127.27403846153845)"
OKCD,"(36.69230769230769, 127.27403846153845)","(36.74038461538461, 127.3173076923077)"
OKCB,"(36.74038461538461, 127.27403846153845)","(36.78846153846154, 127.3173076923077)"
OKDA,"(36.74038461538461, 127.3173076923077)","(36.78846153846154, 127.36057692307693)"
OKDD,"(36.69230769230769, 127.36057692307693)","(36.74038461538461, 127.40384615384616)"
OKDB,"(36.74038461538461, 127.36057692307693)","(36.78846153846154, 127.40384615384616)"
OLDC,"(36.69230769230769, 127.49038461538461)","(36.74038461538461, 127.53365384615384)"
OLDD,"(36.69230769230769, 127.53365384615384)","(36.74038461538461, 127.57692307692308)"
OMBC,"(36.78846153846154, 127.66346153846155)","(36.83653846153847, 127.70673076923077)"
OMBA,"(36.83653846153847, 127.66346153846155)","(36.88461538461539, 127.70673076923077)"
OMBD,"(36.78846153846154, 127.70673076923077)","(36.83653846153847, 127.75)"
ONAA,"(36.83653846153847, 127.75)","(36.88461538461539, 127.79326923076923)"
ONAB,"(36.83653846153847, 127.79326923076923)","(36.88461538461539, 127.83653846153845)"
ONDC,"(36.69230769230769, 127.83653846153845)","(36.74038461538461, 127.87980769230768)"
ONDD,"(36.69230769230769, 127.87980769230768)","(36.74038461538461, 127.92307692307692)"
ONBA,"(36.83653846153847, 127.83653846153845)","(36.88461538461539, 127.87980769230768)"
ONBD,"(36.78846153846154, 127.87980769230768)","(36.83653846153847, 127.92307692307692)"
ONBB,"(36.83653846153847, 127.87980769230768)","(36.88461538461539, 127.92307692307692)"
OOCC,"(36.69230769230769, 127.92307692307692)","(36.74038461538461, 127.96634615384616)"
OOCD,"(36.69230769230769, 127.96634615384616)","(36.74038461538461, 128.0096153846154)"
OOAA,"(36.83653846153847, 127.92307692307692)","(36.88461538461539, 127.96634615384616)"
OOAB,"(36.83653846153847, 127.96634615384616)","(36.88461538461539, 128.0096153846154)"
OODC,"(36.69230769230769, 128.0096153846154)","(36.74038461538461, 128.0528846153846)"
OPCA,"(36.74038461538461, 128.09615384615384)","(36.78846153846154, 128.1394230769231)"
OPCD,"(36.69230769230769, 128.1394230769231)","(36.74038461538461, 128.18269230769232)"
OPCB,"(36.74038461538461, 128.1394230769231)","(36.78846153846154, 128.18269230769232)"
PHBC,"(36.98076923076923, 126.79807692307693)","(37.02884615384616, 126.84134615384616)"
PHBA,"(37.02884615384616, 126.79807692307693)","(37.07692307692308, 126.84134615384616)"
PHBD,"(36.98076923076923, 126.84134615384616)","(37.02884615384616, 126.88461538461539)"
PIAC,"(36.98076923076923, 126.88461538461539)","(37.02884615384616, 126.92788461538461)"
PIAD,"(36.98076923076923, 126.92788461538461)","(37.02884615384616, 126.97115384615384)"
PJCD,"(36.88461538461539, 127.10096153846155)","(36.93269230769231, 127.14423076923077)"
PJCB,"(36.93269230769231, 127.10096153846155)","(36.98076923076923, 127.14423076923077)"
PJBB,"(37.02884615384616, 127.1875)","(37.07692307692308, 127.23076923076923)"
PKCC,"(36.88461538461539, 127.23076923076923)","(36.93269230769231, 127.27403846153845)"
PKCA,"(36.93269230769231, 127.23076923076923)","(36.98076923076923, 127.27403846153845)"
PKCD,"(36.88461538461539, 127.27403846153845)","(36.93269230769231, 127.3173076923077)"
PKDC,"(36.88461538461539, 127.3173076923077)","(36.93269230769231, 127.36057692307693)"
PKDD,"(36.88461538461539, 127.36057692307693)","(36.93269230769231, 127.40384615384616)"
PKDB,"(36.93269230769231, 127.36057692307693)","(36.98076923076923, 127.40384615384616)"
PPAC,"(36.98076923076923, 128.09615384615384)","(37.02884615384616, 128.1394230769231)"
PPAA,"(37.02884615384616, 128.09615384615384)","(37.07692307692308, 128.1394230769231)"
PPBD,"(36.98076923076923, 128.22596153846155)","(37.02884615384616, 128.26923076923077)"
PPBB,"(37.02884615384616, 128.22596153846155)","(37.07692307692308, 128.26923076923077)"
QHCC,"(37.07692307692308, 126.71153846153847)","(37.125, 126.75480769230771)"
QHCA,"(37.125, 126.71153846153847)","(37.17307692307692, 126.75480769230771)"
QHCD,"(37.07692307692308, 126.75480769230771)","(37.125, 126.79807692307693)"
QHAC,"(37.17307692307692, 126.71153846153847)","(37.22115384615384, 126.75480769230771)"
QHDB,"(37.125, 126.84134615384616)","(37.17307692307692, 126.88461538461539)"
QICC,"(37.07692307692308, 126.88461538461539)","(37.125, 126.92788461538461)"
QICA,"(37.125, 126.88461538461539)","(37.17307692307692, 126.92788461538461)"
QIAC,"(37.17307692307692, 126.88461538461539)","(37.22115384615384, 126.92788461538461)"
QIBC,"(37.17307692307692, 126.97115384615384)","(37.22115384615384, 127.01442307692307)"
QIBD,"(37.17307692307692, 127.01442307692307)","(37.22115384615384, 127.0576923076923)"
QJCC,"(37.07692307692308, 127.0576923076923)","(37.125, 127.10096153846155)"
QJCB,"(37.125, 127.10096153846155)","(37.17307692307692, 127.14423076923077)"
QJAC,"(37.17307692307692, 127.0576923076923)","(37.22115384615384, 127.10096153846155)"
QJAA,"(37.22115384615384, 127.0576923076923)","(37.26923076923077, 127.10096153846155)"
QJAD,"(37.17307692307692, 127.10096153846155)","(37.22115384615384, 127.14423076923077)"
QODC,"(37.07692307692308, 128.0096153846154)","(37.125, 128.0528846153846)"
QODA,"(37.125, 128.0096153846154)","(37.17307692307692, 128.0528846153846)"
QODD,"(37.07692307692308, 128.0528846153846)","(37.125, 128.09615384615384)"
QPCC,"(37.07692307692308, 128.09615384615384)","(37.125, 128.1394230769231)"
QPDD,"(37.07692307692308, 128.22596153846155)","(37.125, 128.26923076923077)"
QPDB,"(37.125, 128.22596153846155)","(37.17307692307692, 128.26923076923077)"
REBC,"(37.36538461538461, 126.27884615384616)","(37.41346153846153, 126.32211538461539)"
REBA,"(37.41346153846153, 126.27884615384616)","(37.46153846153846, 126.32211538461539)"
REBD,"(37.36538461538461, 126.32211538461539)","(37.41346153846153, 126.36538461538461)"
RFAC,"(37.36538461538461, 126.36538461538461)","(37.41346153846153, 126.40865384615384)"
RFAD,"(37.36538461538461, 126.40865384615384)","(37.41346153846153, 126.45192307692307)"
RFBC,"(37.36538461538461, 126.45192307692307)","(37.41346153846153, 126.49519230769229)"
RFBD,"(37.36538461538461, 126.49519230769229)","(37.41346153846153, 126.53846153846153)"
RGAC,"(37.36538461538461, 126.53846153846153)","(37.41346153846153, 126.58173076923077)"
RGAA,"(37.41346153846153, 126.53846153846153)","(37.46153846153846, 126.58173076923077)"
RHCD,"(37.26923076923077, 126.75480769230771)","(37.31730769230769, 126.79807692307693)"
RHAB,"(37.41346153846153, 126.75480769230771)","(37.46153846153846, 126.79807692307693)"
RHDC,"(37.26923076923077, 126.79807692307693)","(37.31730769230769, 126.84134615384616)"
RHDA,"(37.31730769230769, 126.79807692307693)","(37.36538461538461, 126.84134615384616)"
RHDD,"(37.26923076923077, 126.84134615384616)","(37.31730769230769, 126.88461538461539)"
RHBC,"(37.36538461538461, 126.79807692307693)","(37.41346153846153, 126.84134615384616)"
RICD,"(37.26923076923077, 126.92788461538461)","(37.31730769230769, 126.97115384615384)"
RIAC,"(37.36538461538461, 126.88461538461539)","(37.41346153846153, 126.92788461538461)"
RIAD,"(37.36538461538461, 126.92788461538461)","(37.41346153846153, 126.97115384615384)"
RIAB,"(37.41346153846153, 126.92788461538461)","(37.46153846153846, 126.97115384615384)"
RIDC,"(37.26923076923077, 126.97115384615384)","(37.31730769230769, 127.01442307692307)"
RIDA,"(37.31730769230769, 126.97115384615384)","(37.36538461538461, 127.01442307692307)"
