accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
73.1,0,37.536439,126.649706,0.00,1698708885000,START,AUTOMOBILE,0,
20.3,0,37.536042,126.651794,12.85,1698708937000,NORMAL,AUTOMOBILE,0,
20.3,0,37.536023,126.651917,11.90,1698708938000,NORMAL,AUTOMOBILE,0,
20.3,0,37.536034,126.652040,11.90,1698708939000,NORMAL,AUTOMOBILE,0,
20.3,0,37.536028,126.652156,10.82,1698708940000,NORMAL,AUTOMOBILE,0,
18.3,0,37.536026,126.652267,9.92,1698708941000,NORMAL,AUTOMOBILE,0,
22.9,0,37.536027,126.652379,9.92,1698708942000,NORMAL,AUTOMOBILE,0,
22.9,0,37.536028,126.652462,8.62,1698708943000,NORMAL,AUTOMOBILE,0,
22.9,0,37.536026,126.652541,8.62,1698708944000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536032,126.652603,7.32,1698708945000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536035,126.652644,6.07,1698708946000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536030,126.652660,4.34,1698708947000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536040,126.652669,2.43,1698708948000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536044,126.652688,2.43,1698708949000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536044,126.652691,1.51,1698708950000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536043,126.652686,0.57,1698708951000,STOP,AUTOMOBILE,0,
24.3,0,37.536027,126.652767,2.55,1698708970000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536026,126.652770,1.78,1698708971000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536026,126.652770,0.52,1698708972000,STOP,AUTOMOBILE,0,
24.3,0,37.536024,126.652799,1.31,1698708973000,NORMAL,STATION,0,
24.3,0,37.536023,126.652856,3.42,1698708974000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536023,126.652954,7.13,1698708975000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536023,126.653045,8.81,1698708976000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536023,126.653110,7.67,1698708977000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536025,126.653209,8.29,1698708978000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536025,126.653356,11.34,1698708979000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536023,126.653497,12.65,1698708980000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536020,126.653630,12.70,1698708981000,NORMAL,AUTOMOBILE,0,
