accuracy,id,lat,lng,speed,time,type,state,stepCount
58.6,0,37.530530,126.649486,3.63,1695441348000,START,AUTOMOBILE,2
30.3,0,37.530443,126.649446,5.66,1695441349000,NORMAL,AUTOMOBILE,2
27.0,0,37.530469,126.649375,0.00,1695441350000,STOP,AUTOMOBILE,2
8.1,0,37.530268,126.649407,2.74,1695441444000,NORMAL,AUTOMOBILE,2
8.1,0,37.530208,126.649401,5.03,1695441445000,NORMAL,AUTOMOBILE,2
8.1,0,37.530130,126.649395,7.12,1695441446000,NORMAL,AUTOMOBILE,2
8.1,0,37.530036,126.649387,8.79,1695441447000,NORMAL,AUTOMOBILE,2
8.1,0,37.529935,126.649373,9.83,1695441448000,NORMAL,AUTOMOBILE,2
8.1,0,37.529840,126.649364,10.09,1695441449000,NORMAL,AUTOMOBILE,2
8.1,0,37.529720,126.649352,11.67,1695441450000,NORMAL,AUTOMOBILE,2
8.1,0,37.529598,126.649341,12.56,1695441451000,NORMAL,AUTOMOBILE,2
8.1,0,37.529461,126.649332,13.49,1695441452000,NORMAL,AUTOMOBILE,2
8.1,0,37.529318,126.649321,14.23,1695441453000,NORMAL,AUTOMOBILE,2
8.1,0,37.529184,126.649320,14.77,1695441454000,NORMAL,AUTOMOBILE,2
8.1,0,37.529043,126.649312,14.85,1695441455000,NORMAL,AUTOMOBILE,2
8.1,0,37.528896,126.649308,15.49,1695441456000,NORMAL,AUTOMOBILE,2
8.2,0,37.528735,126.649307,16.63,1695441457000,NORMAL,AUTOMOBILE,2
8.2,0,37.528574,126.649291,17.08,1695441458000,NORMAL,AUTOMOBILE,2
8.2,0,37.528417,126.649288,17.14,1695441459000,NORMAL,AUTOMOBILE,2
8.2,0,37.528278,126.649279,16.29,1695441460000,NORMAL,AUTOMOBILE,2
8.2,0,37.528131,126.649265,16.49,1695441461000,NORMAL,AUTOMOBILE,2
8.2,0,37.527978,126.649264,16.72,1695441462000,NORMAL,AUTOMOBILE,2
8.2,0,37.527815,126.649259,17.00,1695441463000,NORMAL,AUTOMOBILE,2
8.2,0,37.527671,126.649255,16.38,1695441464000,NORMAL,AUTOMOBILE,2
8.2,0,37.527565,126.649258,14.02,1695441465000,NORMAL,AUTOMOBILE,2
8.2,0,37.527458,126.649249,12.56,1695441466000,NORMAL,AUTOMOBILE,2
8.2,0,37.527379,126.649246,10.16,1695441467000,NORMAL,AUTOMOBILE,2
8.2,0,37.527314,126.649240,8.09,1695441468000,NORMAL,AUTOMOBILE,2
8.2,0,37.527263,126.649240,6.63,1695441469000,NORMAL,AUTOMOBILE,2
8.2,0,37.527224,126.649236,4.97,1695441470000,NORMAL,AUTOMOBILE,2
8.2,0,37.527203,126.649230,3.35,1695441471000,NORMAL,AUTOMOBILE,2
8.2,0,37.527189,126.649229,2.34,1695441472000,NORMAL,AUTOMOBILE,2
8.2,0,37.527189,126.649225,0.93,1695441473000,STOP,AUTOMOBILE,2
8.2,0,37.527074,126.649237,3.74,1695441513000,NORMAL,AUTOMOBILE,2
8.2,0,37.527086,126.649217,4.27,1695441514000,NORMAL,AUTOMOBILE,2
8.2,0,37.527073,126.649164,7.77,1695441515000,NORMAL,STATION,2
8.2,0,37.527061,126.649038,9.84,1695441516000,NORMAL,STATION,2
8.1,0,37.526800,126.649244,8.77,1695441517000,NORMAL,AUTOMOBILE,2
8.1,0,37.526702,126.649240,9.67,1695441518000,NORMAL,AUTOMOBILE,2
8.1,0,37.526607,126.649229,10.08,1695441519000,NORMAL,AUTOMOBILE,2
8.1,0,37.526500,126.649211,10.54,1695441520000,NORMAL,AUTOMOBILE,2
8.1,0,37.526409,126.649201,10.40,1695441521000,NORMAL,AUTOMOBILE,2
8.1,0,37.526313,126.649193,10.39,1695441522000,NORMAL,AUTOMOBILE,2
8.1,0,37.526218,126.649183,10.46,1695441523000,NORMAL,AUTOMOBILE,2
8.1,0,37.526120,126.649171,10.47,1695441524000,NORMAL,AUTOMOBILE,2
8.1,0,37.526035,126.649168,10.10,1695441525000,NORMAL,AUTOMOBILE,2
8.1,0,37.525927,126.649178,11.39,1695441526000,NORMAL,AUTOMOBILE,2
8.0,0,37.525793,126.649185,13.33,1695441527000,NORMAL,AUTOMOBILE,2
8.0,0,37.525635,126.649161,15.40,1695441528000,NORMAL,AUTOMOBILE,2
8.0,0,37.525478,126.649153,16.12,1695441529000,NORMAL,AUTOMOBILE,2
8.1,0,37.525331,126.649150,16.28,1695441530000,NORMAL,AUTOMOBILE,2
8.1,0,37.525176,126.649139,16.37,1695441531000,NORMAL,AUTOMOBILE,2
8.1,0,37.525030,126.649135,16.30,1695441532000,NORMAL,AUTOMOBILE,2
8.1,0,37.524884,126.649123,16.27,1695441533000,NORMAL,AUTOMOBILE,2
8.1,0,37.524741,126.649128,15.92,1695441534000,NORMAL,AUTOMOBILE,2
8.1,0,37.524595,126.649121,15.80,1695441535000,NORMAL,AUTOMOBILE,2
8.2,0,37.524454,126.649112,15.86,1695441536000,NORMAL,AUTOMOBILE,2
8.2,0,37.524307,126.649095,16.25,1695441537000,NORMAL,AUTOMOBILE,2
8.2,0,37.524163,126.649095,16.44,1695441538000,NORMAL,AUTOMOBILE,2
8.2,0,37.524021,126.649093,15.94,1695441539000,NORMAL,AUTOMOBILE,2
8.1,0,37.523882,126.649091,15.24,1695441540000,NORMAL,AUTOMOBILE,2
8.1,0,37.523749,126.649092,14.96,1695441541000,NORMAL,AUTOMOBILE,2
8.1,0,37.523613,126.649084,14.70,1695441542000,NORMAL,AUTOMOBILE,2
8.1,0,37.523490,126.649074,13.82,1695441543000,NORMAL,AUTOMOBILE,2
8.1,0,37.523376,126.649079,13.25,1695441544000,NORMAL,AUTOMOBILE,2
8.2,0,37.523263,126.649081,12.80,1695441545000,NORMAL,AUTOMOBILE,2
8.2,0,37.523155,126.649085,12.57,1695441546000,NORMAL,AUTOMOBILE,2
8.2,0,37.523052,126.649097,12.31,1695441547000,NORMAL,AUTOMOBILE,2
8.2,0,37.522946,126.649096,12.12,1695441548000,NORMAL,AUTOMOBILE,2
8.2,0,37.522833,126.649103,12.46,1695441549000,NORMAL,AUTOMOBILE,2
8.2,0,37.522721,126.649102,12.29,1695441550000,NORMAL,AUTOMOBILE,2
8.2,0,37.522613,126.649099,11.90,1695441551000,NORMAL,AUTOMOBILE,2
8.2,0,37.522520,126.649103,10.85,1695441552000,NORMAL,AUTOMOBILE,2
8.2,0,37.522449,126.649111,9.15,1695441553000,NORMAL,AUTOMOBILE,2
8.2,0,37.522377,126.649124,8.41,1695441554000,NORMAL,AUTOMOBILE,2
8.2,0,37.522311,126.649136,7.91,1695441555000,NORMAL,AUTOMOBILE,2
8.2,0,37.522250,126.649140,7.32,1695441556000,NORMAL,AUTOMOBILE,2
8.2,0,37.522199,126.649142,6.39,1695441557000,NORMAL,AUTOMOBILE,2
8.2,0,37.522128,126.649150,6.67,1695441558000,NORMAL,AUTOMOBILE,2
8.2,0,37.522063,126.649158,7.00,1695441559000,NORMAL,AUTOMOBILE,2
8.2,0,37.522009,126.649164,6.27,1695441560000,NORMAL,AUTOMOBILE,2
8.2,0,37.521979,126.649164,4.57,1695441561000,NORMAL,AUTOMOBILE,2
8.2,0,37.521960,126.649162,3.11,1695441562000,NORMAL,AUTOMOBILE,2
8.2,0,37.521947,126.649160,2.06,1695441563000,NORMAL,AUTOMOBILE,2
8.2,0,37.521936,126.649134,1.12,1695441564000,NORMAL,AUTOMOBILE,2
8.2,0,37.521925,126.649133,1.00,1695441565000,NORMAL,AUTOMOBILE,2
8.2,0,37.521909,126.649138,1.71,1695441566000,NORMAL,AUTOMOBILE,2
8.2,0,37.521884,126.649140,2.50,1695441567000,NORMAL,AUTOMOBILE,2
8.2,0,37.521848,126.649142,3.62,1695441568000,NORMAL,AUTOMOBILE,2
8.2,0,37.521799,126.649144,4.84,1695441569000,NORMAL,AUTOMOBILE,2
8.2,0,37.521739,126.649142,6.06,1695441570000,NORMAL,AUTOMOBILE,2
8.2,0,37.521664,126.649139,7.57,1695441571000,NORMAL,AUTOMOBILE,2
8.2,0,37.521583,126.649137,8.45,1695441572000,NORMAL,AUTOMOBILE,2
8.2,0,37.521494,126.649137,9.55,1695441573000,NORMAL,AUTOMOBILE,2
8.2,0,37.521387,126.649135,11.10,1695441574000,NORMAL,AUTOMOBILE,2
8.2,0,37.521277,126.649129,11.88,1695441575000,NORMAL,AUTOMOBILE,2
8.2,0,37.521159,126.649126,12.64,1695441576000,NORMAL,AUTOMOBILE,2
8.2,0,37.521033,126.649105,13.16,1695441577000,NORMAL,AUTOMOBILE,2
8.1,0,37.520906,126.649099,13.62,1695441578000,NORMAL,AUTOMOBILE,2
8.1,0,37.520775,126.649094,13.91,1695441579000,NORMAL,AUTOMOBILE,2
8.1,0,37.520654,126.649087,13.52,1695441580000,NORMAL,AUTOMOBILE,2
8.1,0,37.520532,126.649085,13.56,1695441581000,NORMAL,AUTOMOBILE,2
8.1,0,37.520412,126.649077,13.37,1695441582000,NORMAL,AUTOMOBILE,2
8.1,0,37.520287,126.649071,13.56,1695441583000,NORMAL,AUTOMOBILE,2
8.1,0,37.520160,126.649073,13.84,1695441584000,NORMAL,AUTOMOBILE,2
8.1,0,37.520046,126.649069,13.23,1695441585000,NORMAL,AUTOMOBILE,2
8.1,0,37.519926,126.649069,13.20,1695441586000,NORMAL,AUTOMOBILE,2
8.1,0,37.519808,126.649066,13.24,1695441587000,NORMAL,AUTOMOBILE,2
8.1,0,37.519678,126.649062,14.20,1695441588000,NORMAL,AUTOMOBILE,2
8.1,0,37.519539,126.649059,14.86,1695441589000,NORMAL,AUTOMOBILE,2
8.1,0,37.519406,126.649037,14.51,1695441590000,NORMAL,AUTOMOBILE,2
8.1,0,37.519274,126.649036,14.55,1695441591000,NORMAL,AUTOMOBILE,2
8.1,0,37.519148,126.649026,14.22,1695441592000,NORMAL,AUTOMOBILE,2
8.1,0,37.519034,126.649026,13.37,1695441593000,NORMAL,AUTOMOBILE,2
8.1,0,37.518925,126.649023,12.57,1695441594000,NORMAL,AUTOMOBILE,2
8.1,0,37.518820,126.649024,12.13,1695441595000,NORMAL,AUTOMOBILE,2
8.1,0,37.518716,126.649018,11.66,1695441596000,NORMAL,AUTOMOBILE,2
8.1,0,37.518613,126.649013,11.53,1695441597000,NORMAL,AUTOMOBILE,2
8.1,0,37.518513,126.649010,11.41,1695441598000,NORMAL,AUTOMOBILE,2
8.1,0,37.518409,126.649008,11.63,1695441599000,NORMAL,AUTOMOBILE,2
8.1,0,37.518302,126.649002,11.62,1695441600000,NORMAL,AUTOMOBILE,2
8.1,0,37.518206,126.649000,10.87,1695441601000,NORMAL,AUTOMOBILE,2
8.1,0,37.518125,126.648997,9.60,1695441602000,NORMAL,AUTOMOBILE,2
8.1,0,37.518050,126.648979,8.73,1695441603000,NORMAL,AUTOMOBILE,2
8.1,0,37.517980,126.648976,7.99,1695441604000,NORMAL,AUTOMOBILE,2
8.1,0,37.517919,126.648974,6.98,1695441605000,NORMAL,AUTOMOBILE,2
8.1,0,37.517865,126.648987,5.98,1695441606000,NORMAL,AUTOMOBILE,2
8.1,0,37.517818,126.648979,5.58,1695441607000,NORMAL,AUTOMOBILE,2
8.1,0,37.517762,126.648970,5.78,1695441608000,NORMAL,AUTOMOBILE,2
8.1,0,37.517720,126.648971,5.10,1695441609000,NORMAL,AUTOMOBILE,2
8.1,0,37.517691,126.648974,3.83,1695441610000,NORMAL,AUTOMOBILE,2
8.1,0,37.517673,126.648977,2.52,1695441611000,NORMAL,AUTOMOBILE,2
8.1,0,37.517654,126.648952,1.95,1695441612000,NORMAL,AUTOMOBILE,2
8.1,0,37.517638,126.648952,1.82,1695441613000,NORMAL,AUTOMOBILE,2
8.1,0,37.517629,126.648957,1.51,1695441614000,NORMAL,AUTOMOBILE,2
8.1,0,37.517626,126.648964,0.79,1695441615000,STOP,AUTOMOBILE,2
8.1,0,37.517634,126.648962,1.33,1695441674000,NORMAL,AUTOMOBILE,2
8.1,0,37.517551,126.648957,6.37,1695441675000,RAPID0,AUTOMOBILE,2
8.1,0,37.517467,126.648937,8.38,1695441676000,NORMAL,AUTOMOBILE,2
8.1,0,37.517389,126.648935,8.93,1695441677000,NORMAL,AUTOMOBILE,2
8.1,0,37.517317,126.648944,8.72,1695441678000,NORMAL,AUTOMOBILE,2
8.0,0,37.517250,126.648949,7.71,1695441679000,NORMAL,AUTOMOBILE,2
8.1,0,37.517190,126.648930,6.75,1695441680000,NORMAL,AUTOMOBILE,2
8.1,0,37.517152,126.648946,5.09,1695441681000,NORMAL,AUTOMOBILE,2
8.1,0,37.517123,126.648940,3.96,1695441682000,NORMAL,AUTOMOBILE,2
8.1,0,37.517111,126.648947,3.55,1695441683000,NORMAL,AUTOMOBILE,2
14.0,0,37.517126,126.648952,3.61,1695441684000,NORMAL,AUTOMOBILE,2
8.1,0,37.517174,126.649120,4.70,1695441685000,NORMAL,AUTOMOBILE,2
8.1,0,37.517254,126.649153,6.73,1695441686000,NORMAL,AUTOMOBILE,2
8.1,0,37.517338,126.649167,8.57,1695441687000,NORMAL,AUTOMOBILE,2
8.1,0,37.517426,126.649178,9.76,1695441688000,NORMAL,AUTOMOBILE,2
8.0,0,37.517528,126.649199,10.67,1695441689000,NORMAL,AUTOMOBILE,2
8.0,0,37.517618,126.649208,10.05,1695441690000,NORMAL,AUTOMOBILE,2
8.0,0,37.517705,126.649220,9.43,1695441691000,NORMAL,AUTOMOBILE,2
8.1,0,37.517783,126.649209,8.81,1695441692000,NORMAL,AUTOMOBILE,2
8.0,0,37.517862,126.649221,8.75,1695441693000,NORMAL,AUTOMOBILE,2
8.0,0,37.517935,126.649232,8.22,1695441694000,NORMAL,AUTOMOBILE,2
8.0,0,37.517995,126.649217,7.56,1695441695000,NORMAL,AUTOMOBILE,2
8.0,0,37.518052,126.649228,7.07,1695441696000,NORMAL,AUTOMOBILE,2
8.0,0,37.518104,126.649224,6.41,1695441697000,NORMAL,AUTOMOBILE,2
8.0,0,37.518161,126.649224,5.84,1695441698000,NORMAL,AUTOMOBILE,2
8.0,0,37.518201,126.649226,5.66,1695441699000,NORMAL,AUTOMOBILE,2
14.4,0,37.518209,126.649240,5.49,1695441700000,NORMAL,AUTOMOBILE,2
8.0,0,37.518223,126.649444,6.27,1695441701000,NORMAL,AUTOMOBILE,2
8.0,0,37.518199,126.649516,6.61,1695441702000,NORMAL,AUTOMOBILE,2
8.0,0,37.518192,126.649600,6.75,1695441703000,NORMAL,AUTOMOBILE,2
8.0,0,37.518186,126.649667,5.73,1695441704000,NORMAL,AUTOMOBILE,2
8.0,0,37.518189,126.649708,4.18,1695441705000,NORMAL,AUTOMOBILE,2
8.0,0,37.518188,126.649738,2.89,1695441706000,NORMAL,AUTOMOBILE,2
7.9,0,37.518188,126.649755,1.46,1695441707000,NORMAL,AUTOMOBILE,2
7.9,0,37.518193,126.649786,1.14,1695441708000,NORMAL,AUTOMOBILE,2
7.9,0,37.518189,126.649795,0.76,1695441709000,STOP,AUTOMOBILE,2
7.8,0,37.518158,126.649851,1.93,1695441735000,NORMAL,AUTOMOBILE,2
7.7,0,37.518134,126.649872,2.67,1695441736000,NORMAL,AUTOMOBILE,2
7.5,0,37.518108,126.649892,3.18,1695441737000,NORMAL,AUTOMOBILE,2
7.2,0,37.518069,126.649900,4.03,1695441738000,NORMAL,AUTOMOBILE,2
7.4,0,37.518022,126.649890,5.01,1695441739000,NORMAL,AUTOMOBILE,2
7.4,0,37.517968,126.649876,5.21,1695441740000,NORMAL,AUTOMOBILE,2
7.3,0,37.517937,126.649881,4.42,1695441741000,NORMAL,AUTOMOBILE,2
7.4,0,37.517901,126.649864,3.98,1695441742000,NORMAL,AUTOMOBILE,2
7.5,0,37.517855,126.649858,3.94,1695441743000,NORMAL,AUTOMOBILE,2
7.4,0,37.517828,126.649851,2.95,1695441744000,NORMAL,AUTOMOBILE,2
7.3,0,37.517811,126.649849,2.40,1695441745000,NORMAL,AUTOMOBILE,2
7.3,0,37.517786,126.649846,1.93,1695441746000,NORMAL,AUTOMOBILE,2
7.3,0,37.517779,126.649856,1.21,1695441747000,NORMAL,AUTOMOBILE,2
7.4,0,37.517760,126.649855,1.66,1695441748000,NORMAL,AUTOMOBILE,2
7.4,0,37.517739,126.649846,2.00,1695441749000,NORMAL,AUTOMOBILE,2
7.4,0,37.517728,126.649853,2.01,1695441750000,NORMAL,AUTOMOBILE,2
7.4,0,37.517707,126.649870,2.52,1695441751000,NORMAL,AUTOMOBILE,2
7.5,0,37.517686,126.649862,2.46,1695441752000,NORMAL,AUTOMOBILE,2
7.5,0,37.517665,126.649860,2.77,1695441753000,NORMAL,AUTOMOBILE,2
7.7,0,37.517645,126.649862,2.22,1695441754000,NORMAL,AUTOMOBILE,2
7.8,0,37.517644,126.649856,1.13,1695441755000,NORMAL,AUTOMOBILE,2
8.1,0,37.517651,126.649853,0.25,1695441756000,STOP,AUTOMOBILE,2
11.5,0,37.517738,126.649720,1.29,1695441769000,NORMAL,AUTOMOBILE,2
11.9,0,37.517729,126.649683,1.91,1695441770000,NORMAL,AUTOMOBILE,2
11.6,0,37.517732,126.649613,3.44,1695441771000,NORMAL,AUTOMOBILE,2
11.8,0,37.517736,126.649585,2.88,1695441772000,NORMAL,AUTOMOBILE,2
11.4,0,37.517723,126.649522,2.19,1695441773000,NORMAL,AUTOMOBILE,2
10.6,0,37.517705,126.649484,1.83,1695441774000,NORMAL,AUTOMOBILE,2
11.3,0,37.517700,126.649470,1.38,1695441775000,NORMAL,AUTOMOBILE,2
12.0,0,37.517651,126.649493,2.53,1695441776000,NORMAL,AUTOMOBILE,2
12.1,0,37.517625,126.649506,2.75,1695441777000,NORMAL,AUTOMOBILE,2
9.7,0,37.517594,126.649539,2.68,1695441778000,NORMAL,AUTOMOBILE,2
8.9,0,37.517559,126.649518,2.40,1695441779000,NORMAL,AUTOMOBILE,2
8.4,0,37.517549,126.649516,0.94,1695441780000,STOP,AUTOMOBILE,2
8.1,0,37.517518,126.649527,1.77,1695441781000,NORMAL,AUTOMOBILE,2
8.1,0,37.517494,126.649525,1.96,1695441782000,NORMAL,AUTOMOBILE,2
8.2,0,37.517484,126.649506,0.92,1695441783000,STOP,AUTOMOBILE,2
8.1,0,37.517461,126.649505,1.55,1695441784000,NORMAL,AUTOMOBILE,2
8.3,0,37.517450,126.649508,1.47,1695441785000,NORMAL,AUTOMOBILE,2
8.3,0,37.517430,126.649503,1.63,1695441786000,NORMAL,AUTOMOBILE,2
8.1,0,37.517409,126.649508,1.17,1695441787000,NORMAL,AUTOMOBILE,2
8.1,0,37.517409,126.649495,0.83,1695441788000,STOP,AUTOMOBILE,2
8.1,0,37.517373,126.649507,1.17,1695441882000,NORMAL,AUTOMOBILE,2
8.1,0,37.517361,126.649506,1.10,1695441883000,NORMAL,AUTOMOBILE,2
8.1,0,37.517355,126.649505,0.82,1695441884000,STOP,AUTOMOBILE,2
