accuracy,id,lat,lng,speed,time,type,state,stepCount
17.6,0,37.537852,126.648009,1.29,4789715955896778752,START,WALK,32
21.7,0,37.537856,126.648023,1.28,4789715955900874752,NORMAL,WALK,32
26.5,0,37.537858,126.648036,1.28,4789715955904970752,NORMAL,WALK,32
31.7,0,37.537863,126.648050,1.27,4789715955909066752,NORMAL,WALK,32
37.2,0,37.537868,126.648063,1.27,4789715955913162752,NORMAL,WALK,32
43.2,0,37.537869,126.648077,1.28,4789715955917258752,NORMAL,WALK,32
49.5,0,37.537873,126.648090,1.28,4789715955921354752,NORMAL,WALK,32
49.5,0,37.537873,126.648090,1.28,4789716045412260037,END,,0
