pair_GeoLabel,PF,F2
UJCBD,0,AN
UJCD,0,AN
UJCCDBD,0,AN
UJCCDBC,0,AN
UJCCDAD,0,AN
UJCCDAB,0,AN
UJCCDAD,0,AN
UJCCDAC,0,AN
UJCCDAA,0,AN
UJCCDAC,0,AN
