accuracy,id,lat,lng,speed,time,type,state,stepCount
11.6,0,37.571381,126.722416,20.66,4789720913039818752,START,AUTOMOBILE,0
16.9,0,37.571427,126.723380,21.11,4789720913056202752,NORMAL,AUTOMOBILE,0
22.8,0,37.571455,126.724838,21.72,4789720913080778752,NORMAL,AUTOMOBILE,0
21.3,0,37.571514,126.725761,21.28,4789720913097162752,NORMAL,AUTOMOBILE,0
19.7,0,37.571708,126.727181,21.31,4789720913121738752,NORMAL,AUTOMOBILE,0
19.5,0,37.571641,126.728096,20.98,4789720913138122752,NORMAL,AUTOMOBILE,0
21.5,0,37.571732,126.729523,21.03,4789720913162698752,NORMAL,AUTOMOBILE,0
26.0,0,37.571823,126.730449,20.68,4789720913183178752,NORMAL,AUTOMOBILE,0
20.5,0,37.571893,126.732185,18.95,4789720913211850752,NORMAL,AUTOMOBILE,0
17.6,0,37.571941,126.732745,17.42,4789720913224138752,NORMAL,AUTOMOBILE,0
7.2,0,37.572115,126.734191,11.75,4789720913265098752,NORMAL,AUTOMOBILE,0
7.0,0,37.572131,126.734304,11.43,4789720913269194752,NORMAL,AUTOMOBILE,0
26.4,0,37.572210,126.735791,5.80,4789720913347018752,NORMAL,AUTOMOBILE,0
51.8,0,37.571392,126.740663,19.73,4789720913727946752,NORMAL,AUTOMOBILE,0
36.1,0,37.571584,126.742794,19.56,4789720913768906752,NORMAL,AUTOMOBILE,0
33.0,0,37.571560,126.743018,19.67,4789720913773002752,NORMAL,AUTOMOBILE,0
52.7,0,37.571065,126.746199,20.26,4789720913830346752,NORMAL,AUTOMOBILE,0
2002.5,0,37.573676,126.770495,0.00,4789720914280906752,STOP,AUTOMOBILE,0
2002.5,0,37.573676,126.770495,0.00,4789720915652679729,END,,0
