accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
40.0,0,37.535326,126.656370,0.00,1699927426000,START,WALK,352,
20.4,0,37.536122,126.656875,0.00,1699927618000,STOP,WALK,211,
57.8,0,37.535967,126.640512,12.75,1699928267000,NORMAL,AUTOMOBILE,0,
14.6,0,37.536017,126.640428,12.75,1699928268000,NORMAL,AUTOMOBILE,0,
23.8,0,37.536182,126.640319,12.03,1699928269000,NORMAL,AUTOMOBILE,0,
22.2,0,37.536181,126.640244,10.66,1699928270000,NORMAL,AUTOMOBILE,0,
23.5,0,37.536180,126.640150,8.70,1699928271000,NORMAL,AUTOMOBILE,0,
22.4,0,37.536180,126.640107,4.56,1699928272000,RAPID1,AUTOMOBILE,0,
22.5,0,37.536180,126.640060,4.56,1699928273000,NORMAL,AUTOMOBILE,0,
22.7,0,37.536180,126.640033,2.72,1699928274000,NORMAL,AUTOMOBILE,0,
23.3,0,37.536180,126.640020,1.30,1699928275000,NORMAL,AUTOMOBILE,0,
23.9,0,37.536180,126.640027,0.00,1699928276000,STOP,AUTOMOBILE,0,
29.8,0,37.536159,126.640062,1.47,1699928284000,NORMAL,AUTOMOBILE,0,
35.5,0,37.536180,126.640061,0.41,1699928285000,STOP,AUTOMOBILE,0,
36.4,0,37.536156,126.640020,2.59,1699928290000,NORMAL,AUTOMOBILE,0,
34.6,0,37.536154,126.640015,2.26,1699928291000,NORMAL,AUTOMOBILE,0,
36.3,0,37.536180,126.640016,0.00,1699928292000,STOP,AUTOMOBILE,0,
30.4,0,37.536179,126.639937,1.47,1699928299000,NORMAL,STATION,0,
31.2,0,37.536179,126.639929,1.14,1699928300000,NORMAL,AUTOMOBILE,0,
32.2,0,37.536179,126.639901,1.56,1699928301000,NORMAL,AUTOMOBILE,0,
32.1,0,37.536179,126.639876,2.00,1699928302000,NORMAL,AUTOMOBILE,0,
32.2,0,37.536178,126.639845,2.31,1699928303000,NORMAL,AUTOMOBILE,0,
32.3,0,37.536178,126.639811,2.67,1699928304000,NORMAL,AUTOMOBILE,0,
32.1,0,37.536178,126.639769,3.13,1699928305000,NORMAL,AUTOMOBILE,0,
32.3,0,37.536178,126.639741,2.92,1699928306000,NORMAL,AUTOMOBILE,0,
32.4,0,37.536178,126.639709,2.82,1699928307000,NORMAL,AUTOMOBILE,0,
31.1,0,37.536161,126.639627,3.02,1699928308000,NORMAL,AUTOMOBILE,0,
31.8,0,37.536152,126.639567,4.22,1699928309000,NORMAL,AUTOMOBILE,0,
32.5,0,37.536143,126.639504,4.91,1699928310000,NORMAL,AUTOMOBILE,0,
8.2,0,37.535908,126.639467,7.21,1699928311000,NORMAL,AUTOMOBILE,0,
8.2,0,37.535908,126.639395,7.27,1699928312000,NORMAL,AUTOMOBILE,0,
8.2,0,37.535920,126.639332,6.75,1699928313000,NORMAL,AUTOMOBILE,0,
8.2,0,37.535921,126.639249,6.91,1699928314000,NORMAL,AUTOMOBILE,0,
