accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
105.2,0,37.538088,126.649738,0.00,1700608219000,START,AUTOMOBILE,0,
64.7,0,37.536375,126.649770,0.00,1700608260000,STOP,STATION,0,
16.2,0,37.536473,126.649635,1.69,1700608270000,NORMAL,AUTOMOBILE,0,
11.8,0,37.536466,126.649634,1.69,1700608271000,NORMAL,AUTOMOBILE,0,
9.6,0,37.536447,126.649639,1.81,1700608272000,NORMAL,STATION,0,
9.5,0,37.536412,126.649641,3.99,1700608273000,NORMAL,AUTOMOBILE,0,
9.5,0,37.536377,126.649640,3.99,1700608274000,NORMAL,AUTOMOBILE,0,
9.5,0,37.536303,126.649646,6.03,1700608275000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536256,126.649642,6.03,1700608276000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536186,126.649680,6.88,1700608277000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536129,126.649749,7.60,1700608278000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536080,126.649841,8.76,1700608279000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536041,126.649946,8.76,1700608280000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536019,126.650057,9.73,1700608281000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536005,126.650178,10.54,1700608282000,NORMAL,AUTOMOBILE,0,
8.2,0,37.536007,126.650330,11.80,1700608283000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536006,126.650469,11.80,1700608284000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536008,126.650622,12.66,1700608285000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536003,126.650789,13.90,1700608286000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536002,126.650954,14.46,1700608287000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536004,126.651117,14.46,1700608288000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536004,126.651286,14.76,1700608289000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536004,126.651451,14.70,1700608290000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536009,126.651621,14.70,1700608291000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536009,126.651785,14.61,1700608292000,NORMAL,AUTOMOBILE,0,
22.6,0,37.536009,126.651937,14.28,1700608293000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536017,126.652094,13.57,1700608294000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536018,126.652234,12.96,1700608295000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536019,126.652369,12.27,1700608296000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536019,126.652494,11.59,1700608297000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536024,126.652579,9.67,1700608298000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536022,126.652678,8.85,1700608299000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536023,126.652766,7.85,1700608300000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536020,126.652837,6.57,1700608301000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536020,126.652894,5.15,1700608302000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536009,126.652941,4.22,1700608303000,NORMAL,AUTOMOBILE,0,
24.3,0,37.536018,126.652955,2.09,1700608304000,NORMAL,AUTOMOBILE,0,
