accuracy,id,lat,lng,speed,time,type,state,stepCount
65.3,0,37.512958,126.646943,0.00,4789732445438410752,START,AUTOMOBILE,22
58.3,0,37.514244,126.648715,0.00,4789732445663690752,STOP,AUTOMOBILE,22
7.5,0,37.519519,126.649242,16.84,4789732446204362752,NORMAL,AUTOMOBILE,22
7.5,0,37.519666,126.649246,16.23,4789732446208458752,NORMAL,AUTOMOBILE,22
8.2,0,37.520690,126.649283,16.71,4789732446237130752,NORMAL,AUTOMOBILE,22
8.2,0,37.521105,126.649300,15.58,4789732446249418752,NORMAL,AUTOMOBILE,22
8.2,0,37.522049,126.649346,14.38,4789732446278090752,NORMAL,AUTOMOBILE,22
8.2,0,37.522429,126.649357,14.09,4789732446290378752,NORMAL,AUTOMOBILE,22
8.2,0,37.523307,126.649432,14.39,4789732446319050752,NORMAL,AUTOMOBILE,22
8.2,0,37.523689,126.649449,14.02,4789732446331338752,NORMAL,AUTOMOBILE,22
8.2,0,37.524681,126.649479,15.90,4789732446360010752,NORMAL,AUTOMOBILE,22
8.2,0,37.525266,126.649501,16.04,4789732446376394752,NORMAL,AUTOMOBILE,22
8.1,0,37.526393,126.649492,12.63,4789732446843338752,NORMAL,AUTOMOBILE,22
8.2,0,37.527444,126.649566,14.06,4789732446880202752,NORMAL,AUTOMOBILE,22
8.2,0,37.527571,126.649570,14.30,4789732446884298752,NORMAL,AUTOMOBILE,22
8.2,0,37.528562,126.649605,16.58,4789732446912970752,NORMAL,AUTOMOBILE,22
8.2,0,37.529028,126.649618,17.51,4789732446925258752,NORMAL,AUTOMOBILE,22
8.2,0,37.530048,126.649623,15.39,4789732446953930752,NORMAL,AUTOMOBILE,22
8.2,0,37.530489,126.649625,16.99,4789732446966218752,NORMAL,AUTOMOBILE,22
8.2,0,37.531562,126.649664,15.90,4789732446994890752,NORMAL,AUTOMOBILE,22
8.2,0,37.531981,126.649683,15.11,4789732447007178752,NORMAL,AUTOMOBILE,22
8.2,0,37.532941,126.649701,14.78,4789732447035850752,NORMAL,AUTOMOBILE,22
8.2,0,37.533405,126.649728,11.21,4789732447052234752,NORMAL,AUTOMOBILE,22
8.1,0,37.534337,126.649831,8.61,4789732447203786752,NORMAL,AUTOMOBILE,22
8.2,0,37.535388,126.649840,4.73,4789732447265226752,NORMAL,AUTOMOBILE,22
8.1,0,37.535553,126.649831,0.00,4789732447392202752,STOP,AUTOMOBILE,22
8.1,0,37.536430,126.649836,11.45,4789732447572426752,NORMAL,STATION,22
8.1,0,37.537167,126.649868,14.23,4789732447597002752,NORMAL,AUTOMOBILE,22
8.1,0,37.537680,126.649886,14.04,4789732447613386752,NORMAL,AUTOMOBILE,22
8.1,0,37.538726,126.649892,13.78,4789732447646154752,NORMAL,AUTOMOBILE,22
8.1,0,37.538949,126.649873,12.22,4789732447654346752,NORMAL,AUTOMOBILE,22
8.1,0,37.538241,126.649288,7.90,4789732447789514752,NORMAL,AUTOMOBILE,22
8.2,0,37.538345,126.647941,6.98,4789732447842762752,NORMAL,AUTOMOBILE,22
8.1,0,37.538391,126.646873,4.24,4789732448031178752,NORMAL,AUTOMOBILE,22
8.1,0,37.538391,126.646873,4.24,4789732449431311164,END,,0
