accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
75.0,0,37.569123,126.673287,0.00,1699865135000,START,WALK,97,
7.5,0,37.568556,126.672508,1.48,1699865288000,NORMAL,WALK,223,
74.7,0,37.568512,126.675143,0.00,1699865508000,STOP,WALK,98,
8.2,0,37.568407,126.676011,2.50,1699865555000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568406,126.676080,4.25,1699865556000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568438,126.676179,7.14,1699865557000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568451,126.676228,5.46,1699865558000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568493,126.676267,5.74,1699865559000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568548,126.676296,6.45,1699865560000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568611,126.676290,6.92,1699865561000,NORMAL,AUTOMOBILE,0,
8.1,0,37.568673,126.676287,7.36,1699865562000,NORMAL,AUTOMOBILE,0,
8.2,0,37.568785,126.676227,9.92,1699865563000,NORMAL,AUTOMOBILE,0,
8.1,0,37.568891,126.676207,10.87,1699865564000,NORMAL,AUTOMOBILE,0,
8.1,0,37.568989,126.676197,10.80,1699865565000,NORMAL,AUTOMOBILE,0,
8.1,0,37.569092,126.676183,11.28,1699865566000,NORMAL,AUTOMOBILE,0,
8.1,0,37.569196,126.676170,11.33,1699865567000,NORMAL,AUTOMOBILE,0,
8.1,0,37.569300,126.676146,11.47,1699865568000,NORMAL,AUTOMOBILE,0,
7.9,0,37.569407,126.676170,11.47,1699865569000,NORMAL,AUTOMOBILE,0,
10.1,0,37.569511,126.676153,11.50,1699865570000,NORMAL,AUTOMOBILE,0,
13.7,0,37.569613,126.676137,11.49,1699865571000,NORMAL,AUTOMOBILE,0,
8.6,0,37.569683,126.676106,9.98,1699865572000,NORMAL,AUTOMOBILE,0,
8.0,0,37.569719,126.676120,7.06,1699865573000,NORMAL,AUTOMOBILE,0,
8.5,0,37.569782,126.676109,7.06,1699865574000,NORMAL,STATION,0,
10.5,0,37.569847,126.676098,7.06,1699865575000,NORMAL,AUTOMOBILE,0,
13.6,0,37.569909,126.676088,7.06,1699865576000,NORMAL,STATION,0,
17.4,0,37.569974,126.676076,7.06,1699865577000,NORMAL,AUTOMOBILE,0,
21.7,0,37.570036,126.676062,7.04,1699865578000,NORMAL,AUTOMOBILE,0,
13.5,0,37.570008,126.676069,5.65,1699865579000,NORMAL,AUTOMOBILE,0,
10.0,0,37.569952,126.676061,3.20,1699865580000,NORMAL,AUTOMOBILE,0,
9.1,0,37.569987,126.676057,3.53,1699865581000,NORMAL,AUTOMOBILE,0,
8.7,0,37.570001,126.676051,3.67,1699865582000,NORMAL,AUTOMOBILE,0,
8.4,0,37.570037,126.676051,3.01,1699865583000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570081,126.676044,2.52,1699865584000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570105,126.676041,2.44,1699865585000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570150,126.676039,3.03,1699865586000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570197,126.676035,3.39,1699865587000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570241,126.676035,3.71,1699865588000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570288,126.676023,4.51,1699865589000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570325,126.676023,4.23,1699865590000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570377,126.676011,4.99,1699865591000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570425,126.675985,5.26,1699865592000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570468,126.675940,5.53,1699865593000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570497,126.675883,5.95,1699865594000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570499,126.675806,6.43,1699865595000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570508,126.675730,6.50,1699865596000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570518,126.675635,7.56,1699865597000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570528,126.675539,8.22,1699865598000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570548,126.675445,8.29,1699865599000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570554,126.675349,8.32,1699865600000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570561,126.675263,7.65,1699865601000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570552,126.675201,6.14,1699865602000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570555,126.675158,4.76,1699865603000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570559,126.675105,4.75,1699865604000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570562,126.675060,4.51,1699865605000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570565,126.675017,4.22,1699865606000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570569,126.674958,4.78,1699865607000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570573,126.674914,4.17,1699865608000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570575,126.674877,3.55,1699865609000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570578,126.674836,3.60,1699865610000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570654,126.674808,3.21,1699865611000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570656,126.674794,2.00,1699865612000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570658,126.674790,1.01,1699865613000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570656,126.674788,0.48,1699865614000,STOP,AUTOMOBILE,0,
8.1,0,37.570649,126.674758,1.31,1699865618000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570655,126.674745,1.33,1699865619000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570658,126.674734,1.04,1699865620000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570657,126.674718,1.24,1699865621000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570661,126.674695,1.66,1699865622000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570661,126.674670,1.93,1699865623000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570662,126.674653,1.50,1699865624000,NORMAL,AUTOMOBILE,0,
8.1,0,37.570661,126.674655,0.49,1699865625000,STOP,AUTOMOBILE,0,
