accuracy,id,lat,lng,speed,time,type,state,stepCount
128.5,0,37.547454,126.663784,0.00,4789736620663242752,START,AUTOMOBILE,8
2012.4,0,37.539857,126.658512,0.00,4789736621253066752,STOP,AUTOMOBILE,8
22.9,0,37.538777,126.659740,11.52,4789736621294026752,NORMAL,AUTOMOBILE,8
22.9,0,37.538694,126.659749,10.74,4789736621298122752,NORMAL,AUTOMOBILE,8
24.3,0,37.537658,126.659745,9.05,4789736621478346752,NORMAL,AUTOMOBILE,8
24.3,0,37.536613,126.659744,8.02,4789736621535690752,NORMAL,AUTOMOBILE,8
24.3,0,37.535572,126.659716,12.38,4789736621580746752,NORMAL,AUTOMOBILE,8
24.3,0,37.534281,126.659711,12.26,4789736621629898752,NORMAL,AUTOMOBILE,8
24.3,0,37.533084,126.659703,10.65,4789736621679050752,NORMAL,AUTOMOBILE,8
24.3,0,37.531998,126.659729,5.79,4789736621732298752,NORMAL,AUTOMOBILE,8
24.3,0,37.531854,126.658311,3.35,4789736621875658752,NORMAL,AUTOMOBILE,8
24.4,0,37.532335,126.657179,2.14,4789736622031306752,NORMAL,AUTOMOBILE,8
46.4,0,37.532193,126.656858,0.00,4789736622502346752,STOP,AUTOMOBILE,8
46.4,0,37.532193,126.656858,0.00,4789736640325837914,END,,0
