accuracy,id,lat,lng,speed,time,type,state,stepCount
49.2,0,37.563927,126.637378,7.19,4789716790063562752,START,AUTOMOBILE,174
1438.8,0,37.550588,126.642413,0.00,4789716790575562752,STOP,AUTOMOBILE,174
8.1,0,37.554421,126.645644,6.29,4789716791972298752,NORMAL,STATION,174
8.1,0,37.554029,126.646501,7.29,4789716792021450752,NORMAL,AUTOMOBILE,174
8.0,0,37.553472,126.647723,11.81,4789716792074698752,NORMAL,AUTOMOBILE,174
8.0,0,37.552989,126.648880,2.79,4789716792132042752,NORMAL,AUTOMOBILE,174
8.1,0,37.552560,126.649964,6.59,4789716792308170752,NORMAL,AUTOMOBILE,174
8.1,0,37.551701,126.650057,15.03,4789716792345034752,NORMAL,AUTOMOBILE,174
8.1,0,37.551559,126.650050,15.61,4789716792349130752,NORMAL,AUTOMOBILE,174
8.1,0,37.550584,126.650042,15.96,4789716792377802752,NORMAL,AUTOMOBILE,174
8.0,0,37.550142,126.650029,15.94,4789716792390090752,NORMAL,AUTOMOBILE,174
24.3,0,37.549022,126.650010,18.01,4789716792418762752,NORMAL,AUTOMOBILE,174
24.3,0,37.548542,126.649977,17.38,4789716792431050752,NORMAL,AUTOMOBILE,174
24.3,0,37.547412,126.649961,17.82,4789716792459722752,NORMAL,AUTOMOBILE,174
24.3,0,37.546941,126.649997,17.64,4789716792472010752,NORMAL,AUTOMOBILE,174
24.3,0,37.545916,126.649956,14.64,4789716792500682752,NORMAL,AUTOMOBILE,174
24.3,0,37.545483,126.649910,11.06,4789716792517066752,NORMAL,AUTOMOBILE,174
24.3,0,37.544328,126.649874,9.10,4789716792635850752,NORMAL,AUTOMOBILE,174
24.3,0,37.543301,126.649861,10.10,4789716792685002752,NORMAL,AUTOMOBILE,174
24.3,0,37.542212,126.649824,10.01,4789716792734154752,NORMAL,AUTOMOBILE,174
24.3,0,37.541195,126.649785,3.85,4789716792791498752,NORMAL,AUTOMOBILE,174
24.3,0,37.541122,126.649783,0.96,4789716793041354752,STOP,AUTOMOBILE,174
8.1,0,37.540270,126.649756,10.31,4789716793258442752,NORMAL,STATION,174
8.1,0,37.539500,126.649701,9.28,4789716793295306752,NORMAL,AUTOMOBILE,174
8.1,0,37.539415,126.649697,9.55,4789716793299402752,NORMAL,AUTOMOBILE,174
8.1,0,37.538501,126.649656,8.43,4789716793344458752,NORMAL,AUTOMOBILE,174
8.1,0,37.538247,126.648603,10.71,4789716793393610752,NORMAL,AUTOMOBILE,174
7.3,0,37.538520,126.647413,5.64,4789716793455050752,NORMAL,AUTOMOBILE,174
7.3,0,37.538520,126.647413,5.64,4789716795736994599,END,,0
