accuracy,id,lat,lng,speed,time,type,state,stepCount
8.1,0,37.538219,126.648745,10.03,4789711373439434752,START,AUTOMOBILE,693
8.1,0,37.537594,126.649675,11.06,4789711373603274752,NORMAL,AUTOMOBILE,693
8.2,0,37.536781,126.649638,6.90,4789711373701578752,NORMAL,AUTOMOBILE,693
8.2,0,37.535947,126.649610,10.98,4789711373738442752,NORMAL,AUTOMOBILE,693
8.2,0,37.535847,126.649604,11.00,4789711373742538752,NORMAL,AUTOMOBILE,693
8.2,0,37.534801,126.649564,13.93,4789711373783498752,NORMAL,AUTOMOBILE,693
8.2,0,37.534670,126.649565,14.20,4789711373787594752,NORMAL,AUTOMOBILE,693
8.2,0,37.534059,126.649532,13.11,4789711373808074752,NORMAL,AUTOMOBILE,693
8.2,0,37.533054,126.649501,11.39,4789711373844938752,NORMAL,AUTOMOBILE,693
8.2,0,37.532145,126.649455,10.13,4789711373881802752,NORMAL,STATION,693
8.2,0,37.532064,126.649453,9.26,4789711373885898752,NORMAL,AUTOMOBILE,693
8.2,0,37.531223,126.649443,10.70,4789711374033354752,NORMAL,AUTOMOBILE,693
8.2,0,37.531764,126.650323,9.08,4789711374250442752,NORMAL,AUTOMOBILE,693
24.3,0,37.531745,126.651574,4.43,4789711374315978752,NORMAL,AUTOMOBILE,693
24.3,0,37.532273,126.652656,0.36,4789711374516682752,STOP,AUTOMOBILE,693
24.3,0,37.532273,126.652656,0.36,4789711383122792538,END,,0
