accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
37.6,0,37.437398,126.801269,0.00,1699138396000,START,WALK,12,
37.6,0,37.437384,126.801269,0.00,1699138403000,STOP,WALK,2,
20.0,0,37.437639,126.801105,1.29,1699140231000,NORMAL,WALK,3,
18.6,0,37.437650,126.801143,0.42,1699140232000,STOP,WALK,3,
17.0,0,37.437477,126.801297,1.28,1699140255000,NORMAL,WALK,3,
16.0,0,37.437496,126.801360,0.43,1699140256000,STOP,WALK,3,
16.5,0,37.437633,126.801415,2.05,1699140266000,NORMAL,WALK,3,
16.5,0,37.437636,126.801438,2.09,1699140267000,NORMAL,WALK,3,
17.1,0,37.437646,126.801462,2.16,1699140268000,NORMAL,WALK,3,
17.8,0,37.437654,126.801468,1.76,1699140269000,NORMAL,WALK,3,
19.0,0,37.437658,126.801486,1.27,1699140270000,NORMAL,WALK,3,
20.4,0,37.437659,126.801500,0.67,1699140271000,STOP,WALK,3,
93.8,0,37.436926,126.801858,4.31,1699140291000,NORMAL,WALK,18,
90.3,0,37.436924,126.801830,4.05,1699140292000,NORMAL,WALK,18,
87.7,0,37.436715,126.802133,5.72,1699140293000,NORMAL,WALK,18,
62.5,0,37.436845,126.801610,0.84,1699140294000,STOP,WALK,18,
58.8,0,37.436770,126.802136,1.31,1699140306000,NORMAL,WALK,18,
60.6,0,37.436755,126.802125,1.56,1699140307000,NORMAL,WALK,18,
63.5,0,37.436750,126.802131,1.65,1699140308000,NORMAL,WALK,18,
65.1,0,37.436693,126.802117,1.89,1699140309000,NORMAL,WALK,18,
68.3,0,37.436645,126.802112,2.06,1699140310000,NORMAL,WALK,18,
71.6,0,37.436602,126.802161,2.04,1699140311000,NORMAL,WALK,18,
63.8,0,37.436594,126.802189,2.05,1699140312000,NORMAL,WALK,18,
65.8,0,37.436582,126.802205,2.15,1699140313000,NORMAL,WALK,18,
68.0,0,37.436566,126.802222,2.21,1699140314000,NORMAL,WALK,18,
70.5,0,37.436550,126.802233,2.19,1699140315000,NORMAL,WALK,18,
71.9,0,37.436533,126.802248,2.20,1699140316000,NORMAL,WALK,18,
38.1,0,37.437303,126.801352,0.00,1699140326000,STOP,WALK,18,
38.1,0,37.437303,126.801352,0.00,1699140685085,END,,0,
