accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
35.0,0,37.509112,127.110945,0.28,1698894826000,START,WALK,16,
22.8,0,37.509080,127.110969,0.74,1698894827000,STOP,WALK,16,
24.0,0,37.508906,127.110800,2.59,1698894833000,NORMAL,WALK,16,
24.2,0,37.508910,127.110829,2.99,1698894834000,NORMAL,WALK,16,
24.2,0,37.508924,127.110802,1.45,1698894835000,NORMAL,WALK,16,
24.3,0,37.508937,127.110847,0.88,1698894836000,STOP,WALK,16,
24.4,0,37.508922,127.110763,1.04,1698894840000,NORMAL,WALK,16,
24.4,0,37.508917,127.110765,0.88,1698894841000,STOP,WALK,16,
24.3,0,37.508906,127.110736,1.36,1698894843000,NORMAL,WALK,16,
24.3,0,37.508889,127.110730,1.36,1698894844000,NORMAL,WALK,16,
24.3,0,37.508881,127.110739,0.93,1698894845000,STOP,WALK,16,
23.9,0,37.508875,127.110680,1.06,1698894890000,NORMAL,WALK,16,
23.9,0,37.508919,127.110673,0.05,1698894891000,STOP,WALK,16,
24.3,0,37.508993,127.110694,1.15,1698894936000,NORMAL,WALK,16,
24.3,0,37.509010,127.110739,2.77,1698894937000,NORMAL,WALK,16,
24.3,0,37.509001,127.110720,1.43,1698894938000,NORMAL,WALK,16,
24.3,0,37.508996,127.110691,0.22,1698894939000,STOP,WALK,16,
24.3,0,37.508895,127.110696,1.14,1698894947000,NORMAL,WALK,9,
24.3,0,37.508873,127.110737,1.84,1698894948000,NORMAL,WALK,9,
24.3,0,37.508864,127.110745,1.82,1698894949000,NORMAL,WALK,9,
24.3,0,37.508851,127.110742,1.68,1698894950000,NORMAL,WALK,9,
24.3,0,37.508854,127.110738,0.92,1698894951000,STOP,WALK,9,
24.3,0,37.508642,127.110550,1.03,1698895095000,NORMAL,WALK,16,
24.3,0,37.508650,127.110550,0.89,1698895096000,STOP,WALK,16,
24.3,0,37.508611,127.110569,1.21,1698895103000,NORMAL,WALK,16,
24.3,0,37.508603,127.110555,0.00,1698895104000,STOP,WALK,16,
24.3,0,37.508677,127.110532,1.59,1698895111000,NORMAL,WALK,16,
24.3,0,37.508701,127.110542,2.11,1698895112000,NORMAL,WALK,16,
24.3,0,37.508724,127.110553,2.50,1698895113000,NORMAL,WALK,16,
24.3,0,37.508745,127.110583,2.86,1698895114000,NORMAL,WALK,16,
24.3,0,37.508767,127.110606,3.12,1698895115000,NORMAL,WALK,16,
24.3,0,37.508782,127.110625,2.85,1698895116000,NORMAL,WALK,16,
24.3,0,37.508814,127.110620,2.81,1698895117000,NORMAL,WALK,16,
24.3,0,37.508833,127.110642,2.84,1698895118000,NORMAL,WALK,16,
24.3,0,37.508851,127.110662,2.77,1698895119000,NORMAL,WALK,16,
24.3,0,37.508873,127.110680,2.77,1698895120000,NORMAL,WALK,16,
24.3,0,37.508891,127.110705,2.91,1698895121000,NORMAL,WALK,16,
24.3,0,37.508921,127.110724,3.28,1698895122000,NORMAL,WALK,16,
24.3,0,37.508949,127.110744,3.44,1698895123000,NORMAL,WALK,16,
24.3,0,37.508976,127.110762,3.39,1698895124000,NORMAL,WALK,16,
24.3,0,37.508999,127.110779,3.24,1698895125000,NORMAL,WALK,16,
24.3,0,37.509023,127.110789,2.97,1698895126000,NORMAL,WALK,16,
24.3,0,37.509036,127.110800,2.38,1698895127000,NORMAL,WALK,16,
24.3,0,37.508990,127.110866,1.50,1698895128000,NORMAL,WALK,16,
24.3,0,37.509013,127.110848,1.05,1698895129000,NORMAL,WALK,16,
24.3,0,37.509037,127.110827,0.76,1698895130000,STOP,WALK,16,
24.3,0,37.509122,127.110836,1.15,1698895143000,NORMAL,WALK,16,
24.3,0,37.509143,127.110836,1.65,1698895144000,NORMAL,WALK,16,
24.3,0,37.509145,127.110830,1.35,1698895145000,NORMAL,WALK,16,
24.3,0,37.509147,127.110800,1.50,1698895146000,NORMAL,WALK,16,
24.3,0,37.509164,127.110767,2.44,1698895147000,NORMAL,WALK,16,
24.3,0,37.509186,127.110743,2.98,1698895148000,NORMAL,WALK,16,
24.3,0,37.509206,127.110722,3.12,1698895149000,NORMAL,WALK,16,
24.3,0,37.509225,127.110688,3.36,1698895150000,NORMAL,WALK,16,
24.3,0,37.509248,127.110656,3.56,1698895151000,NORMAL,WALK,16,
24.3,0,37.509266,127.110621,3.51,1698895152000,NORMAL,WALK,16,
24.3,0,37.509273,127.110585,3.28,1698895153000,NORMAL,WALK,16,
24.3,0,37.509303,127.110561,3.37,1698895154000,NORMAL,WALK,16,
24.3,0,37.509328,127.110530,3.24,1698895155000,NORMAL,WALK,16,
24.3,0,37.509345,127.110501,3.27,1698895156000,NORMAL,WALK,16,
24.3,0,37.509362,127.110464,3.17,1698895157000,NORMAL,WALK,16,
24.3,0,37.509376,127.110435,2.93,1698895158000,NORMAL,WALK,16,
24.3,0,37.509388,127.110411,2.64,1698895159000,NORMAL,WALK,16,
24.3,0,37.509411,127.110395,2.49,1698895160000,NORMAL,WALK,16,
24.3,0,37.509426,127.110386,2.13,1698895161000,NORMAL,WALK,16,
24.3,0,37.509438,127.110361,2.14,1698895162000,NORMAL,WALK,16,
24.3,0,37.509455,127.110343,1.99,1698895163000,NORMAL,WALK,16,
24.3,0,37.509474,127.110315,2.11,1698895164000,NORMAL,WALK,16,
24.3,0,37.509492,127.110293,2.16,1698895165000,NORMAL,WALK,16,
24.3,0,37.509499,127.110295,1.48,1698895166000,NORMAL,WALK,16,
24.3,0,37.509510,127.110316,1.05,1698895167000,NORMAL,WALK,16,
24.3,0,37.509523,127.110252,2.23,1698895168000,NORMAL,WALK,16,
24.3,0,37.509530,127.110217,2.57,1698895169000,NORMAL,WALK,16,
24.3,0,37.509537,127.110185,2.86,1698895170000,NORMAL,WALK,16,
24.3,0,37.509545,127.110124,3.67,1698895171000,NORMAL,WALK,16,
24.3,0,37.509547,127.110049,4.54,1698895172000,NORMAL,WALK,16,
24.3,0,37.509560,127.110014,4.40,1698895173000,NORMAL,WALK,16,
24.3,0,37.509600,127.109956,5.05,1698895174000,NORMAL,WALK,16,
24.3,0,37.509615,127.109896,5.12,1698895175000,NORMAL,WALK,16,
24.3,0,37.509658,127.109874,5.07,1698895176000,NORMAL,WALK,16,
24.3,0,37.509716,127.109817,5.97,1698895177000,NORMAL,WALK,16,
24.2,0,37.509752,127.109763,6.20,1698895178000,NORMAL,WALK,16,
24.3,0,37.509758,127.109634,5.87,1698895179000,NORMAL,WALK,16,
24.3,0,37.509787,127.109578,5.83,1698895180000,NORMAL,WALK,16,
24.3,0,37.509833,127.109538,5.86,1698895181000,NORMAL,WALK,16,
24.2,0,37.509862,127.109483,5.87,1698895182000,NORMAL,WALK,16,
24.0,0,37.509892,127.109427,5.89,1698895183000,NORMAL,WALK,16,
23.7,0,37.509906,127.109356,5.87,1698895184000,NORMAL,WALK,16,
23.2,0,37.509937,127.109292,6.03,1698895185000,NORMAL,WALK,16,
22.3,0,37.509978,127.109245,5.95,1698895186000,NORMAL,WALK,16,
21.4,0,37.509995,127.109178,5.91,1698895187000,NORMAL,WALK,16,
22.8,0,37.510026,127.109121,5.91,1698895188000,NORMAL,WALK,16,
26.2,0,37.510056,127.109062,5.92,1698895189000,NORMAL,WALK,16,
30.0,0,37.510084,127.109004,5.92,1698895190000,NORMAL,WALK,16,
33.9,0,37.510112,127.108946,5.93,1698895191000,NORMAL,WALK,16,
38.1,0,37.510140,127.108887,5.93,1698895192000,NORMAL,WALK,16,
42.5,0,37.510183,127.108841,5.93,1698895193000,NORMAL,WALK,16,
24.3,0,37.510233,127.108743,5.62,1698895194000,NORMAL,WALK,16,
24.3,0,37.510258,127.108689,5.48,1698895195000,NORMAL,WALK,16,
24.3,0,37.510284,127.108637,5.48,1698895196000,NORMAL,WALK,16,
24.2,0,37.510310,127.108584,5.49,1698895197000,NORMAL,WALK,16,
24.1,0,37.510336,127.108530,5.49,1698895198000,NORMAL,WALK,16,
23.8,0,37.510362,127.108477,5.48,1698895199000,NORMAL,WALK,16,
24.3,0,37.510368,127.108464,4.95,1698895200000,NORMAL,WALK,16,
24.3,0,37.510397,127.108406,5.57,1698895201000,NORMAL,WALK,16,
24.3,0,37.510424,127.108356,5.89,1698895202000,NORMAL,WALK,16,
24.3,0,37.510456,127.108291,6.28,1698895203000,NORMAL,WALK,16,
24.3,0,37.510494,127.108235,6.55,1698895204000,NORMAL,WALK,16,
24.3,0,37.510530,127.108163,6.92,1698895205000,NORMAL,WALK,16,
24.3,0,37.510571,127.108118,6.52,1698895206000,NORMAL,WALK,16,
24.3,0,37.510598,127.108011,7.24,1698895207000,NORMAL,WALK,16,
24.3,0,37.510620,127.107949,6.69,1698895208000,NORMAL,WALK,16,
24.3,0,37.510654,127.107880,6.85,1698895209000,NORMAL,WALK,16,
24.3,0,37.510699,127.107806,7.39,1698895210000,NORMAL,WALK,16,
24.3,0,37.510730,127.107743,7.18,1698895211000,NORMAL,WALK,16,
24.3,0,37.510763,127.107674,7.07,1698895212000,NORMAL,WALK,16,
24.3,0,37.510796,127.107606,7.01,1698895213000,NORMAL,WALK,16,
24.3,0,37.510824,127.107548,6.61,1698895214000,NORMAL,WALK,16,
24.2,0,37.510857,127.107480,6.68,1698895215000,NORMAL,WALK,16,
24.1,0,37.510878,127.107425,6.19,1698895216000,NORMAL,WALK,16,
24.1,0,37.510911,127.107382,5.78,1698895217000,NORMAL,WALK,16,
24.0,0,37.510930,127.107331,5.52,1698895218000,NORMAL,WALK,16,
23.8,0,37.510948,127.107284,5.14,1698895219000,NORMAL,WALK,10,
24.3,0,37.510965,127.107265,3.81,1698895220000,NORMAL,WALK,10,
24.3,0,37.510980,127.107250,2.73,1698895221000,NORMAL,WALK,10,
24.3,0,37.510990,127.107241,1.77,1698895222000,NORMAL,WALK,10,
24.3,0,37.510984,127.107241,0.60,1698895223000,STOP,WALK,10,
24.3,0,37.511044,127.107138,3.86,1698895228000,NORMAL,WALK,10,
24.3,0,37.511070,127.107101,4.09,1698895229000,NORMAL,WALK,10,
24.3,0,37.511100,127.107062,4.56,1698895230000,NORMAL,WALK,10,
24.3,0,37.511116,127.107014,4.59,1698895231000,NORMAL,WALK,10,
24.3,0,37.511138,127.106976,4.77,1698895232000,NORMAL,WALK,10,
24.3,0,37.511079,127.106874,5.84,1698895233000,NORMAL,WALK,10,
24.3,0,37.511035,127.106814,6.44,1698895234000,NORMAL,WALK,10,
24.3,0,37.511009,127.106763,6.38,1698895235000,NORMAL,WALK,10,
24.3,0,37.510982,127.106726,6.28,1698895236000,NORMAL,WALK,10,
24.3,0,37.510935,127.106666,6.81,1698895237000,NORMAL,WALK,10,
24.3,0,37.510883,127.106600,7.31,1698895238000,NORMAL,WALK,10,
24.3,0,37.510816,127.106514,8.39,1698895239000,NORMAL,WALK,10,
24.3,0,37.510754,127.106436,9.03,1698895240000,NORMAL,WALK,10,
24.3,0,37.510713,127.106384,8.13,1698895241000,NORMAL,WALK,10,
24.3,0,37.510676,127.106337,7.14,1698895242000,NORMAL,WALK,10,
24.3,0,37.510628,127.106275,6.53,1698895243000,NORMAL,WALK,10,
24.3,0,37.510590,127.106227,5.78,1698895244000,NORMAL,WALK,10,
24.3,0,37.510550,127.106158,5.40,1698895245000,NORMAL,WALK,10,
24.3,0,37.510501,127.106109,5.38,1698895246000,NORMAL,WALK,10,
24.3,0,37.510439,127.106073,5.75,1698895247000,NORMAL,WALK,10,
24.3,0,37.510382,127.105999,6.71,1698895248000,NORMAL,WALK,10,
24.3,0,37.510320,127.105936,7.11,1698895249000,NORMAL,WALK,10,
24.3,0,37.510266,127.105878,7.16,1698895250000,NORMAL,WALK,10,
24.3,0,37.510217,127.105824,7.05,1698895251000,NORMAL,WALK,10,
24.3,0,37.510160,127.105767,7.20,1698895252000,NORMAL,WALK,10,
24.3,0,37.510113,127.105712,7.23,1698895253000,NORMAL,WALK,10,
24.3,0,37.510067,127.105658,7.20,1698895254000,NORMAL,WALK,10,
24.3,0,37.510025,127.105604,6.99,1698895255000,NORMAL,WALK,10,
24.3,0,37.509975,127.105565,6.57,1698895256000,NORMAL,WALK,10,
24.3,0,37.509928,127.105482,7.40,1698895257000,NORMAL,WALK,10,
24.3,0,37.509862,127.105412,7.73,1698895258000,NORMAL,WALK,10,
24.3,0,37.509812,127.105325,8.07,1698895259000,NORMAL,WALK,10,
24.3,0,37.509762,127.105261,8.04,1698895260000,NORMAL,WALK,10,
24.3,0,37.509707,127.105192,8.28,1698895261000,NORMAL,WALK,10,
24.3,0,37.509646,127.105117,8.89,1698895262000,NORMAL,WALK,10,
24.3,0,37.509572,127.105038,9.78,1698895263000,NORMAL,WALK,10,
24.3,0,37.509509,127.104935,10.37,1698895264000,NORMAL,WALK,10,
24.3,0,37.509452,127.104843,10.22,1698895265000,NORMAL,WALK,10,
24.3,0,37.509393,127.104769,9.82,1698895266000,NORMAL,WALK,10,
24.3,0,37.509333,127.104688,9.70,1698895267000,NORMAL,WALK,10,
24.3,0,37.509281,127.104618,9.17,1698895268000,NORMAL,WALK,10,
24.3,0,37.509228,127.104560,8.54,1698895269000,NORMAL,WALK,10,
24.3,0,37.509185,127.104503,7.71,1698895270000,NORMAL,WALK,10,
24.3,0,37.509148,127.104457,6.76,1698895271000,NORMAL,WALK,10,
24.3,0,37.509117,127.104415,5.78,1698895272000,NORMAL,WALK,10,
24.3,0,37.509097,127.104383,4.49,1698895273000,NORMAL,WALK,10,
24.3,0,37.509079,127.104357,3.48,1698895274000,NORMAL,WALK,10,
24.3,0,37.509071,127.104346,2.29,1698895275000,NORMAL,WALK,10,
24.3,0,37.509062,127.104342,1.33,1698895276000,NORMAL,WALK,10,
24.3,0,37.509065,127.104346,0.35,1698895277000,STOP,WALK,10,
24.3,0,37.509008,127.104285,2.00,1698895432000,NORMAL,STATION,0,
24.3,0,37.508947,127.104242,4.38,1698895433000,NORMAL,STATION,0,
24.3,0,37.508894,127.104171,6.39,1698895434000,NORMAL,STATION,0,
24.3,0,37.508839,127.104073,8.45,1698895435000,NORMAL,STATION,0,
24.3,0,37.508776,127.103969,9.96,1698895436000,NORMAL,STATION,0,
24.3,0,37.508715,127.103874,10.35,1698895437000,NORMAL,STATION,0,
24.3,0,37.508656,127.103802,9.94,1698895438000,NORMAL,STATION,0,
24.3,0,37.508585,127.103716,10.32,1698895439000,NORMAL,STATION,0,
24.3,0,37.508520,127.103626,10.45,1698895440000,NORMAL,STATION,0,
24.3,0,37.508446,127.103538,10.56,1698895441000,NORMAL,STATION,0,
24.3,0,37.508385,127.103455,10.20,1698895442000,NORMAL,STATION,0,
24.3,0,37.508319,127.103365,10.33,1698895443000,NORMAL,STATION,0,
24.3,0,37.508259,127.103278,10.25,1698895444000,NORMAL,STATION,0,
24.2,0,37.508200,127.103190,10.15,1698895445000,NORMAL,STATION,0,
24.3,0,37.508131,127.103093,9.67,1698895446000,NORMAL,STATION,0,
24.3,0,37.508108,127.103043,7.42,1698895447000,NORMAL,STATION,0,
24.3,0,37.508097,127.103001,5.72,1698895448000,NORMAL,STATION,0,
24.3,0,37.508090,127.102961,4.62,1698895449000,NORMAL,STATION,0,
24.3,0,37.508080,127.102924,3.89,1698895450000,NORMAL,STATION,0,
24.3,0,37.508068,127.102893,3.36,1698895451000,NORMAL,STATION,0,
24.2,0,37.508055,127.102887,2.40,1698895452000,NORMAL,STATION,0,
24.1,0,37.508051,127.102867,2.21,1698895453000,NORMAL,STATION,0,
24.0,0,37.508059,127.102889,1.33,1698895454000,NORMAL,STATION,0,
23.8,0,37.508067,127.102889,1.00,1698895455000,STOP,STATION,0,
24.3,0,37.508030,127.102789,1.13,1698895469000,NORMAL,STATION,0,
24.3,0,37.508011,127.102754,1.99,1698895470000,NORMAL,STATION,0,
24.3,0,37.507983,127.102695,3.24,1698895471000,NORMAL,STATION,0,
24.3,0,37.507914,127.102579,6.10,1698895472000,NORMAL,STATION,0,
24.2,0,37.507871,127.102502,6.94,1698895473000,NORMAL,STATION,0,
24.3,0,37.507828,127.102474,7.04,1698895474000,NORMAL,STATION,0,
24.3,0,37.507792,127.102393,7.55,1698895475000,NORMAL,STATION,0,
24.2,0,37.507759,127.102318,7.69,1698895476000,NORMAL,STATION,0,
24.1,0,37.507732,127.102200,8.73,1698895477000,NORMAL,STATION,0,
24.3,0,37.507594,127.101953,11.73,1698895478000,NORMAL,STATION,0,
24.3,0,37.507540,127.101841,11.92,1698895479000,NORMAL,STATION,0,
24.3,0,37.507466,127.101690,13.33,1698895480000,NORMAL,STATION,0,
24.3,0,37.507400,127.101560,13.46,1698895481000,NORMAL,STATION,0,
24.3,0,37.507344,127.101420,13.65,1698895482000,NORMAL,STATION,0,
24.3,0,37.507287,127.101289,13.36,1698895483000,NORMAL,STATION,0,
24.3,0,37.507230,127.101146,13.55,1698895484000,NORMAL,STATION,0,
24.3,0,37.507174,127.101019,13.20,1698895485000,NORMAL,STATION,0,
24.3,0,37.507117,127.100901,12.77,1698895486000,NORMAL,STATION,0,
24.3,0,37.507074,127.100782,12.18,1698895487000,NORMAL,AUTOMOBILE,0,
24.2,0,37.507027,127.100651,12.47,1698895488000,NORMAL,AUTOMOBILE,0,
24.2,0,37.506964,127.100488,13.94,1698895489000,NORMAL,AUTOMOBILE,0,
24.2,0,37.506922,127.100385,13.11,1698895490000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506874,127.100257,13.17,1698895491000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506802,127.100127,13.44,1698895492000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506775,127.099991,13.46,1698895493000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506713,127.099816,13.76,1698895494000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506672,127.099684,13.67,1698895495000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506647,127.099569,12.84,1698895496000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506608,127.099411,13.14,1698895497000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506575,127.099263,13.40,1698895498000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506564,127.099127,12.71,1698895499000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506504,127.098990,12.70,1698895500000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506493,127.098843,12.48,1698895501000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506486,127.098704,12.08,1698895502000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506486,127.098555,12.39,1698895503000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506486,127.098411,12.31,1698895504000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506483,127.098268,12.56,1698895505000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506486,127.098121,12.94,1698895506000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506495,127.097973,13.18,1698895507000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506504,127.097814,13.83,1698895508000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506517,127.097652,14.19,1698895509000,NORMAL,AUTOMOBILE,0,
24.3,0,37.506537,127.097491,14.29,1698895510000,NORMAL,AUTOMOBILE,0,
