accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
8.0,0,37.409222,126.817189,0.69,1700367698000,START,WALK,13,
8.0,0,37.409188,126.817221,1.79,1700367699000,NORMAL,WALK,13,
7.9,0,37.409166,126.817237,2.14,1700367700000,NORMAL,WALK,13,
7.6,0,37.409146,126.817250,2.30,1700367701000,NORMAL,WALK,13,
7.8,0,37.409129,126.817263,2.43,1700367702000,NORMAL,WALK,13,
8.6,0,37.409127,126.817271,2.08,1700367703000,NORMAL,WALK,13,
9.1,0,37.409116,126.817274,1.87,1700367704000,NORMAL,WALK,13,
10.3,0,37.409144,126.817296,1.27,1700367705000,NORMAL,WALK,13,
11.5,0,37.409189,126.817270,0.69,1700367706000,STOP,WALK,13,
13.1,0,37.409203,126.817245,1.05,1700367707000,NORMAL,WALK,13,
15.1,0,37.409217,126.817242,1.22,1700367708000,NORMAL,WALK,13,
16.9,0,37.409252,126.817171,2.31,1700367709000,NORMAL,WALK,13,
18.1,0,37.409249,126.817185,1.71,1700367710000,NORMAL,WALK,13,
19.6,0,37.409255,126.817171,1.49,1700367711000,NORMAL,WALK,13,
21.2,0,37.409248,126.817159,1.10,1700367712000,NORMAL,WALK,13,
15.6,0,37.409220,126.817169,0.25,1700367713000,STOP,WALK,13,
15.2,0,37.409194,126.817353,2.78,1700367721000,NORMAL,WALK,13,
15.5,0,37.409177,126.817380,2.49,1700367722000,NORMAL,WALK,13,
14.8,0,37.409176,126.817374,0.00,1700367723000,STOP,STATION,0,
14.8,0,37.409176,126.817374,0.00,1700368060166,END,,0,
