accuracy,id,lat,lng,speed,time,type,state,stepCount,beaconData
18.6,0,37.409122,126.817084,0.00,1700635100000,START,WALK,16,
18.5,0,37.409122,126.817084,0.00,1700635103000,STOP,WALK,16,
10.7,0,37.409092,126.816838,1.19,1700635222000,NORMAL,WALK,5,
10.2,0,37.409075,126.816841,1.12,1700635223000,NORMAL,WALK,5,
9.7,0,37.409051,126.816839,1.08,1700635224000,NORMAL,WALK,5,
9.0,0,37.409046,126.816825,1.01,1700635225000,NORMAL,WALK,5,
8.7,0,37.409032,126.816830,0.94,1700635226000,STOP,WALK,5,
8.0,0,37.408925,126.816914,1.02,1700635230000,NORMAL,WALK,5,
8.0,0,37.408910,126.816921,0.98,1700635231000,STOP,WALK,5,
8.1,0,37.409122,126.817207,1.01,1700635388000,NORMAL,STATION,0,
8.1,0,37.409123,126.817217,0.84,1700635389000,STOP,STATION,0,
8.1,0,37.409119,126.817209,1.04,1700635390000,NORMAL,STATION,0,
8.1,0,37.409125,126.817209,0.60,1700635391000,STOP,STATION,0,
8.1,0,37.409124,126.817145,1.26,1700635405000,NORMAL,STATION,0,
8.1,0,37.409119,126.817127,1.53,1700635406000,NORMAL,STATION,0,
8.1,0,37.409116,126.817105,1.75,1700635407000,NORMAL,STATION,0,
8.1,0,37.409109,126.817069,2.29,1700635408000,NORMAL,STATION,0,
8.1,0,37.409095,126.817036,2.49,1700635409000,NORMAL,STATION,0,
8.1,0,37.409091,126.817010,2.20,1700635410000,NORMAL,STATION,0,
8.1,0,37.409074,126.816996,1.80,1700635411000,NORMAL,STATION,0,
8.1,0,37.409066,126.816988,1.39,1700635412000,NORMAL,STATION,0,
8.1,0,37.409052,126.816976,1.31,1700635413000,NORMAL,STATION,0,
8.1,0,37.409032,126.816984,0.93,1700635414000,STOP,STATION,0,
8.1,0,37.409025,126.816974,1.04,1700635415000,NORMAL,STATION,0,
8.1,0,37.409018,126.816967,1.03,1700635416000,NORMAL,STATION,0,
8.1,0,37.409008,126.816953,1.45,1700635417000,NORMAL,STATION,0,
8.1,0,37.408983,126.816945,2.08,1700635418000,NORMAL,STATION,0,
8.1,0,37.408950,126.816956,2.78,1700635419000,NORMAL,STATION,0,
8.1,0,37.408917,126.816977,3.49,1700635420000,NORMAL,STATION,0,
8.1,0,37.408890,126.816990,3.41,1700635421000,NORMAL,STATION,0,
8.1,0,37.408856,126.817002,3.71,1700635422000,NORMAL,STATION,0,
8.1,0,37.408827,126.817025,3.98,1700635423000,NORMAL,STATION,0,
8.1,0,37.408785,126.817051,4.68,1700635424000,NORMAL,STATION,0,
8.1,0,37.408736,126.817065,5.15,1700635425000,NORMAL,STATION,0,
8.1,0,37.408691,126.817083,5.18,1700635426000,NORMAL,STATION,0,
8.1,0,37.408653,126.817103,4.70,1700635427000,NORMAL,STATION,0,
8.1,0,37.408626,126.817108,3.59,1700635428000,NORMAL,STATION,0,
8.1,0,37.408606,126.817113,2.71,1700635429000,NORMAL,STATION,0,
8.1,0,37.408595,126.817120,2.00,1700635430000,NORMAL,STATION,0,
8.1,0,37.408592,126.817122,1.15,1700635431000,NORMAL,STATION,0,
8.1,0,37.408586,126.817128,1.01,1700635432000,NORMAL,STATION,0,
8.1,0,37.408565,126.817147,2.13,1700635433000,NORMAL,STATION,0,
8.1,0,37.408547,126.817181,2.93,1700635434000,NORMAL,STATION,0,
